subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-cam-drought-adaptation,c4植物-cam植物等特殊代谢类型,high,材料讲CAM夜固定昼利用的时间分离兼顾获CO2与减少失水；正是C4与CAM等特殊代谢类型的适应意义考点
BIOLOGY,bio-fj-02-felin-reagent-fresh,实验-检测生物组织中的糖类-脂肪和蛋白质,medium,斐林试剂与双缩脲试剂都出自该检测实验；材料讲斐林试剂甲液乙液等量混匀后立即使用且久置生成Cu(OH)2沉淀失效
BIOLOGY,bio-fj-05-robertson-model,细胞膜成分和结构的探究历程,high,材料讲1959年罗伯特森电镜暗-亮-暗三层与蛋白质-脂质-蛋白质静态统一模型；是细胞膜结构探究历程中的一环
BIOLOGY,bio-fj-11-compensation-saturation-shift,光合作用与细胞呼吸“关键点”的移动,high,材料讲提温或减光使光补偿点右移饱和点左移、增光则相反以及缺Mg的影响；正是关键点的移动
BIOLOGY,bio-fj-32-locust-pheromone-prevention,信息传递,medium,材料讲蝗虫集群信息素使散居型转群居并据此设计拮抗剂防治；属于化学信息在害虫防治中的应用
BIOLOGY,bio-fx-gene-presence-detect-methods,目的基因的检测与鉴定,medium,材料归纳检测目的基因有无的方法（个体水平测交自交与分子水平PCR、核酸分子杂交、基因测序）；服务检测目的基因这一考点
BIOLOGY,bio-fx-rubisco-dual-function,光呼吸,high,材料讲Rubisco羧化与加氧双功能及CO2/O2比值减小走C2途径即光呼吸；适用性即光呼吸机制分析
BIOLOGY,bio-kb-elements-macro-micro-classification,组成细胞的元素,high,材料列举大量元素与微量元素并强调按含量而非重要性区分；即组成细胞的元素这一考点
BIOLOGY,bio-kb2-06-vesicle-transport,囊泡运输与蛋白质分选,high,材料讲囊泡来自内质网高尔基体与细胞膜、形成依赖膜的流动性且运输耗能；与节点「囊泡运输与蛋白质分选」一致
BIOLOGY,bio-kb2-32-j-s-curve,种群数量的变化,medium,材料讲J形与S形增长曲线及K值与K/2时增长速率最大；属种群数量变化一节的核心内容
BIOLOGY,bio-mo-cell-222,使用高倍显微镜观察细胞,medium,材料讲视野调暗用小光圈与平面镜、调亮用大光圈与凹面镜以及放大倍数等于目镜乘物镜；属显微镜使用要点
BIOLOGY,bio-respiration-optimal-storage-point,细胞呼吸的影响因素及应用,medium,材料由低氧段CO2总释放量最低谷推出最适贮存氧浓度；属O2浓度对细胞呼吸的影响与其贮存应用
CHEMISTRY,chem-fcc-void-count,金属晶体的空间利用率,low,材料讲面心立方最密堆积中八面体空隙4个与四面体空隙8个及填隙率计算；节点表无空隙类节点；只能取同属最密堆积几何特征的最近邻
CHEMISTRY,chem-fx-de-fen-dian-ji-guan-jian-ci-f71x14,现象描述答题模板,high,材料给实验现象描述中气体类的得分点与关键词（生成某色气味气体、气体由某色变某色、先变后加深变浅褪色等）；属现象描述答题模板
CHEMISTRY,chem-fx-fang-fa-yi-f38x06,反应热大小的比较,high,材料用能量随反应过程的图像与盖斯定律构造新热化学方程式比较ΔH5与ΔH6大小；主题即反应热大小的比较
CHEMISTRY,chem-fx-jian-ya-zheng-liu-f71x05,蒸馏,high,材料讲减压蒸馏减小压强使沸点降低以防H2O2与浓硝酸等受热分解；属蒸馏方法的应用
CHEMISTRY,chem-fx-qian-hou-f59x04,烃类的燃烧规律,high,材料给有机物完全燃烧气体体积减小（V前减V后等于+1）与等物质的量耗氧量规律；出自烃与化石燃料一讲
CHEMISTRY,chem-fx-tiao-jie-fa-f54x09,调节pH分离提纯金属离子,high,材料讲加入试剂调节pH至4左右除去NH4Cl溶液中的FeCl3杂质；即调节pH法分离提纯金属离子
CHEMISTRY,chem-fx-ye-ye-cui-qu-f74x11,萃取,high,材料给液-液萃取定义：利用待分离组分在两种不互溶溶剂中溶解度不同实现转移；与节点「萃取」一致
CHEMISTRY,chem-fx-zhi-shi-ji-ji-zhong-dian-pan-duan-f51x08,氧化还原滴定的原理与指示剂,high,材料讲酸性KMnO4自身作指示剂与Na2S2O3滴定碘液用淀粉指示的终点判断；属氧化还原滴定的指示剂与终点
CHEMISTRY,chem-hj2-tangou-tie-tangou-yuanyin,二氧化硅,medium,材料核心是瓷坩埚中SiO2与熔融NaOH反应被腐蚀故改用铁坩埚（瓷蒸发皿同理）；即二氧化硅与碱反应在仪器选择上的应用
MATH,math-fangshuo-genhao-n-xiaoyu,裂项放缩,medium,材料给1/√n<2(√n−√(n−1))的根式放缩结论并用于Σ1/√n上界估计；属放缩成可裂项相消形式的裂项放缩
MATH,math-hj-fangwei-fangxiang-podu,解三角形的实际应用,high,材料界定方位角、方向角与坡度三个测量术语；服务于解三角形的实际测量应用
MATH,math-hj-s94-contingency,独立性检验,high,材料讲分类变量与2×2列联表的频数汇总及行和列和总和约束；即列联表与独立性检验一节的基础
MATH,math-mo-cheng1-daihuan-jichu,1的代换,high,材料讲a+b=1时把目标乘以「1=a+b」展开后用基本不等式求最值；与节点「1的代换」一致
MATH,math-mo-wanneng-k-fa,判别式法-主要用于含有二次的分式函数-形如,high,材料讲设K法三步（问谁设谁、整理为一元二次方程、判别式Δ≥0定最值）用于二次分式函数求最值；即判别式法
PHYSICS,phys-apparent-height,光的折射,medium,材料给从折射率n的介质中观察正上方物体的视高公式h'=nH（小角度近似）；由光的折射定律导出
PHYSICS,phys-hj-066-particle-model,质点,high,材料讲质点是代替物体的有质量的点、是理想化模型且能否看作质点由所研究的问题决定；与节点「质点」一致
PHYSICS,phys-hj3-half-deflection-method,半偏法测电表内阻,high,材料讲电流表半偏法要求R1远大于RA致测得值偏小与电压表半偏法条件与误差方向相反；与节点同名
PHYSICS,phys-phi-x-graph-slope,φ-x图像-反映了电势随位移变化的规律,high,材料讲φ-x图像纵值判电势高低、切线斜率绝对值表示沿x方向的场强大小；与节点同名
