subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-dominance-by-pure-cross,性状显隐性的判断,high,材料讲纯合亲本杂交F1表现的性状即为显性以及子代只出现一种性状时该性状为显性；即显隐性判断的方法结论
BIOLOGY,bio-fj-03-glucose-injection-sucrose-not,细胞中的糖类,medium,材料辨析葡萄糖是单糖可直接进入细胞而蔗糖是二糖须水解为单糖才能被吸收利用；属细胞中糖类的种类与性质（该节点已绑单糖种类分布与还原糖划分类材料）
BIOLOGY,bio-fj-08-pasteur-liebig-debate,酶的本质,high,材料讲巴斯德与李比希关于发酵是否需活细胞的争论及其推动酶本质的探索；服务酶的本质这一考点
BIOLOGY,bio-fj-20-base-pair-rule-2-complementary-ratio,DNA分子中碱基数量关系,high,材料讲互补碱基之和（A+T或C+G）的占比在双链与任一条单链及转录出的mRNA中都相等；即DNA分子中碱基数量关系
BIOLOGY,bio-formula-glucose-accumulation,辨析真正光合速率-净光合速率和呼吸速率,high,材料给葡萄糖积累量（净生产量）等于光合实际合成量减呼吸消耗量；正是真正光合净光合与呼吸速率三者关系的辨析
BIOLOGY,bio-fx-judge-synapse-signal,突触,medium,材料辨析突触前膜的电信号到化学信号与突触后膜的化学信号到电信号转换；服务突触处兴奋传递这一考点
BIOLOGY,bio-hormone-experiment-endogenous-exclusion,探究动植物生命活动调节实验的思路与方法,medium,材料讲活体实验须排除内源激素干扰（切除腺体或抗体阻断受体）；同节点已绑「用切除注射阉割移植验证激素功能」
BIOLOGY,bio-kb-pure-vs-heterozygote-identification,纯合子与杂合子的判断,high,材料讲植物用自交法动物用测交法鉴定纯合子与杂合子；节点名完全对应
BIOLOGY,bio-kb2-26-diabetes-types,胰岛素,medium,材料讲1型糖尿病胰岛素绝对缺乏与2型靶细胞对胰岛素敏感性降低；属胰岛素分泌不足与作用异常（节点表无血糖调节专点）
BIOLOGY,bio-kb3-f4-s34-n04,物质出入细胞的方式,medium,材料是教材总结；讲离子与小分子须借助转运蛋白跨膜且大分子经胞吞胞吐进出细胞；覆盖物质出入细胞的各种方式
BIOLOGY,bio-photoprotection-ros-scavenging,影响光合作用强度的环境因素,medium,材料讲强光下抗氧化酶系统清除已生成ROS的光保护防线；同节点已绑光抑制与光保护机制类材料
BIOLOGY,bio-serum-treatment,免疫学的应用,high,材料讲康复期血清中的抗体输入提供快速被动免疫保护并与疫苗对比；属免疫学的应用中的免疫治疗
CHEMISTRY,chem-fx-chen-dian-fa-f67x11,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,medium,材料讲沉淀法加试剂使杂质以沉淀形式分离出去（如BaCl2除NaCl中的Na2SO4）；属物质分离提纯的常用方法（同讲加热法材料同归此节点）
CHEMISTRY,chem-fx-duo-yuan-ruo-jian-yan-f50x04,盐类水解离子方程式的书写,high,材料给多元弱碱盐水解离子方程式一步完成及阴与阳离子相互促进水解的书写规则；即盐类水解离子方程式的书写
CHEMISTRY,chem-fx-gei-rong-ye-jia-re-f54x05,影响沉淀溶解平衡的因素,medium,材料判断加热与加Na2CO3或加NaOH对沉淀溶解平衡体系的影响；属影响沉淀溶解平衡的因素
CHEMISTRY,chem-fx-mi-du-zhi-liang-fen-shu-f05x02,有关物质的量浓度的计算,medium,材料由密度与质量分数求浓硫酸的物质的量浓度并给质量分数与溶解度及浓度的换算；属有关物质的量浓度的计算
CHEMISTRY,chem-fx-shi-yan-kai-shi-shi-f69x09,物质制备流程与条件控制,medium,材料是NH4SCN制备实验中实验开始时的通气与加热操作及反应终点判断；同讲邻题材料均归制备流程与条件控制
CHEMISTRY,chem-fx-xi-qi-fa-f67x10,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,medium,材料讲洗气法把混合气体通入溶液以除去杂质气体（乙烷中的乙烯经溴水除去）；属物质分离提纯的常用方法
CHEMISTRY,chem-fx-yi-zhi-f55x04,解沉淀溶解平衡图像题的三步骤,medium,材料给pM与pCO坐标下曲线下方的点表示有沉淀生成的判据；同源材料「氯化银Ksp图像」亦归此节点
CHEMISTRY,chem-hj-hanbian-gainian,反应热-焓变,medium,材料讲焓的定义与等压条件下反应热等于焓变及ΔH正负与生成物总焓减反应物总焓；即反应热与焓变
MATH,math-divider-add-element-method,隔板法,high,材料讲允许空组时先添加元素凑成非空再用隔板法分组计数；即隔板法的变式
MATH,math-fx-qiexian-fangshuo-buzhou,切线夹与割线夹,high,材料给切线放缩估计零点位置的操作步骤；同讲义「切割线放缩总体思路」材料已归此节点
MATH,math-hj-s14-min-max,基本不等式,high,材料讲积为定值则和有最小值与和为定值则积有最大值及取等条件；即基本不等式（均值定理）
MATH,math-inverse-construct-minus-lambda-power,导数构造法解函数不等式,high,材料由xf'(x)减去λ倍f(x)大于0的结构构造h(x)=f(x)/x的λ次幂来解不等式；即导数构造法解函数不等式
MATH,math-mo-liangci-junzhi-qudeng,连续使用基本不等式忽略等号同时成立致错,high,材料讲两次使用均值须保证取等条件与数值一致否则放缩链断裂；即该易错点的正面表述
MATH,math-normal-curve-above-axis-area-one,正态分布,medium,材料讲正态曲线在x轴上方且与x轴之间面积为1；属正态曲线的性质（节点表无正态曲线专点）
PHYSICS,phys-fx-f-t-graph-impulse-area,冲量的计算方法,high,材料讲F-t图线与时间轴围成的面积表示冲量并结合动量定理；即冲量的计算方法
PHYSICS,phys-hj2-qiumian-fushe-moxing,球面辐射模型,high,材料讲点光源球面均匀辐射时正对光源的接收器获得能量份额为S除以4πR²；与节点球面辐射模型同名
PHYSICS,phys-kb-eddy-current-damping-drive,电磁阻尼与电磁驱动,high,材料讲涡流本质与应用及电磁阻尼与电磁驱动均遵循楞次定律；同主题材料已归该节点
