subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-circrna-sponge-mechanism,基因的表达,high,材料讲circRNA竞争性吸附miRNA从而解除对靶mRNA的抑制属转译水平的表达调控；该节点范围含RNA干扰的基因沉默机制
BIOLOGY,bio-fj-02-fresh-dry-weight-order,细胞中的元素,high,材料比较鲜重与干重的元素含量排序并给出含量最多的四种元素；该节点别名即「细胞中含量最多的四种元素」与「元素含量比较的易错要点」
BIOLOGY,bio-fj-07-solute-can-pass,渗透作用,high,材料讲溶质可通过半透膜时渗透装置液面先升后持平；该节点范围含渗透装置液面变化的变式分析
BIOLOGY,bio-fj-14-callus-dedifferentiation,植物组织培养,high,材料讲离体组织经脱分化形成愈伤组织并可再分化出根芽；该节点别名含「愈伤组织的特点」与植物组织培养过程中的脱分化再分化
BIOLOGY,bio-fj-33-dominant-species-concept,群落的结构,high,材料界定优势种是对其他物种影响大的物种且常见而影响不大者不算；该节点明确涉及优势种的判断依据
BIOLOGY,bio-fx-hormone-research-methods,探究动植物生命活动调节实验的思路与方法,high,材料归纳饲喂摘除注射阉割移植等方法验证激素生理功能；与该节点「用切除注射阉割移植验证激素功能」的范围一致
BIOLOGY,bio-fx-solve-method-three-elements,物质跨膜运输方式的判断,high,材料用浓度梯度能量转运蛋白三要素判断运输方式；该节点别名即「用三要素判断跨膜运输方式」
BIOLOGY,bio-kb-fehling-reagent-reducing-sugar,实验-检测生物组织中的糖类-脂肪和蛋白质,high,材料讲斐林试剂现配现用水浴加热检测还原糖的操作要点与选材；属该检测实验的原理与操作要点
BIOLOGY,bio-kb2-08-ph-temperature-relation,影响酶促反应的因素分析,high,材料讲不同pH下酶的最适温度不变且不同温度下最适pH不变；属温度与pH对酶活性影响的分析
BIOLOGY,bio-kb3-f4-s15-n01,核酸,high,材料只讲核酸分为DNA与RNA两大类；该节点别名含「核酸的种类与分布」与「核酸的种类、分布与核苷酸组成」
BIOLOGY,bio-mutation-breeding-features,育种,high,材料讲诱变育种以基因突变为原理可产生新基因且有利变异少；该节点专门比较各育种方法的原理程序与优缺点
BIOLOGY,bio-resting-potential-k-outflow,兴奋在神经纤维上的传导,high,材料讲安静时K+通道开放K+外流形成外正内负的静息电位；该节点含膜电位的离子基础与细胞内外Na+K+浓度分布
CHEMISTRY,chem-fx-ben-jia-quan-f61x01,几种重要的醛-酮,medium,材料介绍苯甲醛的苦杏仁气味俗称苦杏仁油与作染料香料药物原料的用途；属「重要的醛」这一具体醛条目
CHEMISTRY,chem-fx-di-gou-you-chang-chang-han-you-you-sua-f62x06,油脂,medium,材料讲油酸甘油酯水解得不饱和脂肪酸后碳碳双键被氧化成醛酮而酸败；属油脂的组成与水解氧化变质
CHEMISTRY,chem-fx-fang-nian-jie-f65x08,化学试剂的保存方法,high,材料讲NaOH与Na2CO3与Na2SiO3等碱性溶液须用橡胶塞防黏结；该节点边界即瓶塞选择：碱性溶液用橡胶塞
CHEMISTRY,chem-fx-jie-gou-shi-f02x06,有机物结构的表示方法,medium,材料界定结构式能反映物质结构但不表示空间结构；属有机物结构表示方法之一并已有结构式与结构简式辨析条目
CHEMISTRY,chem-fx-rong-qi-bi-shang-fu-zhuo-de-liu-f74x06,仪器的洗涤,medium,材料讲容器壁上附着的硫用CS2或热NaOH溶液除去；该节点别名即「玻璃仪器的洗涤与残留物的去除」
CHEMISTRY,chem-fx-ting-zhi-jia-re-f69x17,有机物制备实验的常用操作与仪器,medium,材料给出有机制备操作序列：沸腾平息后加料、加热回流、冷却析出、过滤洗涤、乙醇重结晶；属有机制备的常用操作
CHEMISTRY,chem-fx-yi-ben-fen-you-du-f60x13,苯酚的化学性质,medium,材料主体讲苯酚弱酸性比碳酸弱故与碳酸钠只生成NaHCO3且与CO2也只生成NaHCO3；属苯酚化学性质中的弱酸性
CHEMISTRY,chem-fx-zhu-yao-yong-tu-f12x09,na2o2的性质及应用,low,材料后半句讲强氧化剂漂白剂供氧剂消毒剂等过氧化钠用途；该节点覆盖供氧剂等应用而前半句制取Na2O2与烧碱疑为表格中钠的另一列
CHEMISTRY,chem-kb-colloid-particle-charge-rules,胶体,medium,材料讲胶粒吸附离子带电的规律与电泳且淀粉胶体不发生电泳；该节点边界含胶体粒子带电而整体电中性并非所有胶体都能电泳
MATH,math-fangshuo-yanzheng-denghao-noufou,放缩法证明不等式,medium,材料要求放缩后必须验证等号能否取到否则调整放缩式；该节点边界含每一步放缩的等号条件要写清并检验能否同时取到
MATH,math-hj-hailun-gongshi,秦九韶公式与海伦公式,high,材料给出海伦公式S=√(p(p-a)(p-b)(p-c))与半周长p；与同名专点一致
MATH,math-hj-wudianfa-sanzhong-hanshu,三角函数的图象与性质,high,材料给出正弦余弦的五点与正切的三线两块作图要点；该节点边界明确涵盖五点法作图
MATH,math-mo-duigou-coupei-quzui,对勾函数,high,材料讲把目标式凑配成ax+b/x型对勾结构后用均值求最值并检验取等点；与节点对勾函数一致
MATH,math-mo-xielvji-fuzhi-fanzhi,两条直线的位置关系,high,材料辨析斜率之积为-1判定垂直的反之不成立（一斜率不存在一斜率为0）；该节点要求特别注意斜率不存在的情形
PHYSICS,phys-cut-fill-method-field,割补法,high,材料讲把残缺带电体补全后用完整场强减补上部分场强；该节点别名即「割补法求不规则带电体的场强」
PHYSICS,phys-hj-140-electric-potential-concept,电势,high,材料讲电势的定义φ=Ep/q与标量有正负及零电势点的相对性；与同名节点一致
PHYSICS,phys-hj3-live-dead-knot-model,活结与死结模型,high,材料辨析活结两侧同一根绳张力相等而死结两侧为两段独立绳张力不一定相等；与该节点同名
PHYSICS,phys-point-charge-potential-superposition,电场强度与电势的叠加,high,材料讲点电荷电势φ=kQ/r与多电荷电势的代数和叠加；该节点边界正含φ=kQ/r须带正负号与电势可直接代数相加
