subject,slug,field,status,evidence
CHEMISTRY,ext-che-1422ee20c2-011c,contentMarkdown,WIDER_FIX,无逐字前身：HEAD 与 cffda989^ 与 .agent_b_bchem_4.csv 与 tools/kb_coverage/tables/material_judgments.csv 四处同字段逐字相同（残迹在入库前即存在）；330877 两端回填为 $$ 共 2 处；其余 7 处按坏点「$ 不成对：共 7 个（奇数）」补回被吃的 $ 前缀：依据段起始补 $c；步1 补 $c 与 $c；步2 补 $V；步3 补 $c；结论补 $V；并在「（$ 为反应方程式…）」中补回 z$ 使 $z$ 成对；变量名由同字段公式 c(标准)·V(标准)=z·c(待测)·V(待测) 与 summary「只需盯住 V(标准) 的变化」判定；步2 与结论处的 V 属语义推断（该处 c 与 V 在残迹上不可分辨）；修后 $ 由 7 个转为 18 个且两两成对
CHEMISTRY,ext-che-1422ee20c2-053b,contentMarkdown,FIXED,取自 .agent_b_bchem_4x.csv 同 chunk 行（块 1422ee20c2-053 midx=b）；该处原文为「 L」即 $c\ \mathrm{mol\cdot L^{-1}}$；与 cffda989^ 的卷 02 同字段逐字一致；除残迹外与 HEAD 逐字相同（611 字不变）
CHEMISTRY,ext-che-7645e88401-005b,contentMarkdown,FIXED,取自 .agent_b_bchem_2.csv 同 chunk 行（块 7645e88401-005 midx=b）；该处原文为「 F」即「原因是 F 原子半径小」；与 cffda989^ 的卷 02 同字段逐字一致；除残迹外与 HEAD 逐字相同（933 字不变）
CHEMISTRY,ext-che-97b906e0f5-004,contentMarkdown,FIXED,取自 .agent_t_11.csv 同 chunk 行（块 97b906e0f5-004）；2 处依次为「 g」与「 mL」即 $m=n×106\ g/mol$ 与 读数精确到 0.01 mL；与 cffda989^ 的卷 07 同字段逐字一致；除残迹外与 HEAD 逐字相同（395→396 字）
MATH,ext-mat-843251a2d9-001,contentMarkdown,FIXED,取自 .agent_mp2_48.csv 同 chunk 行（块 843251a2d9-001）；该处原文为「 S」即 cases 环境第二行 $\\ S_n-S_{n-1}$；除残迹外与 HEAD 逐字相同（412 字不变）
MATH,ext-mat-991fbb472d-006,contentMarkdown,FIXED,取自 .agent_mp_01.csv 同 chunk 行（块 991fbb472d-006）；4 处依次为「 y」「 r」「 r」「 R」即 $P(x\ y)$ 与 $|y|\le r$ 与 $|x|\le r$ 与 $\mathbf R$；与 summary 的 |y|≤r 与 |x|≤r 及源头切块（三角函数的定义域和值域）一致；除残迹外与 HEAD 逐字相同（383 字不变）
MATH,ext-mat-bc51e4fe6d-002,contentMarkdown,FIXED,取自 .agent_mp_01.csv 同 chunk 行（块 bc51e4fe6d-002）；6 处依次为「 i」「 N」「 i」「 z」「 z」「 i」即 ## i 的乘方规律 与 $\mathbf N^*$ 与 $(1\pm i)^2$ 两处 与 $\bar z$ 两处；与源头切块「i4n＋3＝－i(n∈N*)」「(1±i)2＝±2i」「z·＝|z|2＝||2」逐项一致；除残迹外与 HEAD 逐字相同（451 字不变）
MATH,ext-mat-cf4749602e-015b,contentMarkdown,FIXED,取自 .agent_mp2_34.csv 同 chunk 行（块 cf4749602e-015 midx=b）；2 处均为「 F」即 $\angle F_1PF_2$ 与 $F_1P\perp F_2P$；与源头切块「∠F1PF2=θ」「F1P⊥F2P」一致；除残迹外与 HEAD 逐字相同（413 字不变）
MATH,ext-mat-dfae5c6f26-001e,contentMarkdown,FIXED,取自 .agent_mp_09.csv 同 chunk 行（块 dfae5c6f26-001 midx=e）；该处原文为「\ R」即 $\ \Longrightarrow\ R=\frac{r^2+h^2}{2h}$；除残迹外与 HEAD 逐字相同（382 字不变）
MATH,math-hj-budengshi-xingzhi,contentMarkdown,FIXED,与 cffda989^ 的卷 01 同字段逐字一致；9 处依次为「 b」「 b」「 a」「 c」「 a」「 c」「 a」「 a」「 a」即 对称性 b<a 与传递性 b>c 与 a>c 与可加 c>d 与 a+c 与可乘 c>0 与 ac 与 ⑤ 的 a 与 a^n；另与 .worktrees/kb-bench 未损坏旧快照逐字一致（双源互证）；183 字不变
MATH,math-kb-geometric-proof-methods,contentMarkdown,FIXED,与 cffda989^ 的卷 01 同字段逐字一致；2 处均为「 q」即 通项公式法 $a_n=cq^n$ 的 $c\ne 0$ 与 $q\ne 0$、前 n 项和法 $S_n=A-Aq^n$ 的 $A\ne 0$ 与 $q\ne 0$ 与 $1$ 中的 q；另与 .worktrees/kb-bench 未损坏旧快照逐字一致；146 字不变
MATH,math-kb-space-vector-fundamental-theorem,contentMarkdown,FIXED,与 cffda989^ 的卷 01 同字段逐字一致；11 处依次为「 a」「 b」「 c」「 p」「 p」「 a」「 b」「 c」「 a」「 b」「 c」即基底向量 a 与 b 与 c 与任意空间向量 p；另与 .worktrees/kb-bench 未损坏旧快照逐字一致；147 字不变
PHYSICS,ext-phy-01d264f51a-001,contentMarkdown,FIXED,取自 .agent_mp_06.csv 同 chunk 行（块 01d264f51a-001）；5 处依次为「 K」「 K」「 atm」「 mol」「 L」；与源头切块「每1K的间隔」「0K」「标准状态（1atm、0℃）下」「1mol」「22.4L」逐项一致；除残迹外与 HEAD 逐字相同（501→505 字）
PHYSICS,ext-phy-2aea59cfe3-025b,contentMarkdown,FIXED,取自 .agent_b_bphy_4.csv 同 chunk 行（块 2aea59cfe3-025 midx=b）；该处原文为「 V」即「指针指在 1.3 V 刻度上」；与 cffda989^ 的卷 06 同字段逐字一致；348 字不变
PHYSICS,ext-phy-baf18087a8-013,contentMarkdown,FIXED,取自 .agent_mp_04.csv 同 chunk 行（块 baf18087a8-013）；18 处依次为「 m」「 E」「 mc」「 m」「 E」「 mc」「 E」「 mc」「 m」「 kg」「 m」「 E」「 m」「 u」「 MeV」「 m」「 u」「 MeV」；与源头切块「ΔE＝Δmc2」「Δm的单位是kg」「c的单位是m/s」「1原子质量单位(u)相当于931.5 MeV」「Δm的单位是u」「ΔE的单位是MeV」逐项一致；417→425 字
PHYSICS,ext-phy-becbecccb1-002b,contentMarkdown,FIXED,取自 .agent_mp2_58.csv 同 chunk 行（块 becbecccb1-002 midx=b）；3 处依次为「 s」「 V」「 V」即 每隔 0.02 s 与 约 4~6 V 与 220 V；其中 0.02 s 与源头切块「每隔0.02 s打一次点」一致；247 字不变
PHYSICS,ext-phy-becbecccb1-002b,boundaryMarkdown,FIXED,取自 .agent_mp2_58.csv 同 chunk 行（块 becbecccb1-002 midx=b）；2 处均为「 s」；与同材料 content 的 0.02 s 及源头切块「每隔0.02 s打一次点」一致；106 字不变
