subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-atp-driven-pump,主动运输,high,材料讲ATP驱动泵水解ATP直接供能逆浓度转运离子；节点别名含ATP驱动的主动运输泵
BIOLOGY,bio-fj-01-all-cells-from-preexisting,细胞学说,high,材料讲魏尔肖总结所有细胞都来源于先前存在的细胞；属细胞学说建立史要点
BIOLOGY,bio-fj-04-peptide-naming,脱水缩合,medium,材料讲氨基酸缩合成二肽多肽及肽链命名与环状肽端点；属脱水缩合产物
BIOLOGY,bio-fj-10-pigment-absorption-spectrum,捕获光能的色素和结构,high,材料讲色素分布在类囊体薄膜及叶绿素与类胡萝卜素的吸收光谱
BIOLOGY,bio-fj-24-lactic-acid-buffer,酸碱平衡,high,材料讲乳酸与NaHCO3反应生成碳酸经呼吸排出以维持血浆pH
BIOLOGY,bio-fx-exp-control-types,对照实验的分析方法,high,材料讲空白自身条件相互四类对照方法；节点别名含四类对照实验的区分
BIOLOGY,bio-fx-overlap-extension-pcr,pcr技术,high,材料讲重叠延伸PCR四条引物扩增与定点突变；节点别名含重叠延伸PCR实现定点突变
BIOLOGY,bio-k-value-max-rate,种群数量的变化,medium,材料讲S形曲线增长速率在K/2最大且过K/2后减小；属S形增长曲线定量分析
BIOLOGY,bio-kb2-02-three-unique-organic-test,实验-检测生物组织中的糖类-脂肪和蛋白质,high,材料讲还原糖需水浴脂肪需显微镜且用酒精的三个唯一；节点别名含三类有机物检测的三个唯一
BIOLOGY,bio-kb2-29-mrna-vaccine,疫苗,high,材料讲mRNA疫苗兼导体液与细胞免疫且比DNA疫苗安全；节点别名含灭活疫苗与mRNA疫苗的比较
BIOLOGY,bio-kb3-f5-s5-1-n11,影响酶促反应的因素分析,medium,材料定义酶活性为催化特定化学反应的能力并用反应速率表示；节点别名即含酶活性
BIOLOGY,bio-ratio-sum-below16-lethal,个体或配子致死问题的处理-规律方法,high,材料讲两对基因子代比例之和小于16即存在致死；是致死题的判定入口
CHEMISTRY,chem-crystallization-method-selection,结晶方法的选择与操作,medium,材料讲溶解度受温度影响大用冷却结晶影响小用蒸发结晶；即结晶方法的选择依据
CHEMISTRY,chem-fx-dan-ti-te-dian-f63x02,基本概念,medium,材料讲单体是含不饱和键或反应基团的不饱和有机物；节点名为单体链节与聚合度
CHEMISTRY,chem-fx-entry-f76x05,卤素离子的检验方法,high,材料讲氯溴碘离子用AgNO3和稀HNO3检验及沉淀颜色；属卤素离子检验方法
CHEMISTRY,chem-fx-jia-de-huo-yan-yan-se-yao-tou-guo-lan-f13x15,焰色试验-易错点,high,材料列钾焰色透过蓝色钴玻璃与铂丝灼烧盐酸洗净等注意点；同节点已有焰色试验的注意事项
CHEMISTRY,chem-fx-po-huai-chou-yang-ceng-f25x02,n2o-no和no2等氮氧化物是空气污染物-含有氮氧化物的尾气需处理后才能排放,high,材料讲NO2破坏臭氧层与NO中毒及NOx尾气碱液吸收处理
CHEMISTRY,chem-fx-suan-ye-sa-zai-pi-fu-shang-f65x12,化学实验安全与事故处理,high,材料讲酸液洒到皮肤先大量水冲洗再用NaHCO3溶液冲洗
CHEMISTRY,chem-fx-xuan-ze-de-tu-jing-yao-zui-jia-f67x08,在实验操作②中为什么依次加入的试剂都要略微过量-实验操作④中加入盐酸的目的是什么,medium,材料讲选择除杂途径要最佳且除多种杂质要考虑加试剂先后顺序；属除杂原则
CHEMISTRY,chem-fx-zao-zhi-shu-f73x14,化学与传统文化,high,材料讲造纸术原料主要成分是纤维素与指南针含磁性氧化铁；属传统文化中物质成分判断
CHEMISTRY,chem-hj2-ben-cuiqu-xiandai-fenceng,萃取,medium,材料讲苯萃取溴水的分层与颜色现象并以CCl4作对照；属萃取分液的操作与现象
MATH,math-fangshuo-2ndeming-pingfang,裂项放缩,medium,材料是把2ⁿ/(2ⁿ−1)²分母拆成相邻因式后裂项相消的放缩结论
MATH,math-fx-zheng-fu-ling-jiao,任意角与弧度制,high,材料讲按旋转方向定义正角负角与零角及多圈叠加；属任意角概念
MATH,math-hj-s89-mid-chord,弦中点与点差法,high,材料讲两端点代入曲线方程相减得中点与斜率关系即点差法
MATH,math-kb-inequality-same-direction-multiply,不等式的基本性质,high,材料讲a>b>0且c>d>0时ac>bd与a>b>0时aⁿ>bⁿ；属不等式基本性质
MATH,math-mo-tanlu-shuangduandian,必要性探路,medium,材料讲闭区间两端点各建参数不等式锁定范围再验证极值；属必要性探路
MATH,math-third-definition-ellipse-slope-product,圆锥曲线第三定义的应用,high,材料讲椭圆长轴两端点与曲线上点连线斜率积为定值即第三定义
PHYSICS,phys-hj-016-dead-knot-model,活结与死结模型,high,材料讲死结把绳分成两段独立绳且张力一般不相等需分别列平衡方程
PHYSICS,phys-hj3-collision-constraints,碰撞的可能性分析,high,材料讲同向与相向碰撞碰后速度关系的现实约束；用于检验碰撞解是否物理合理
PHYSICS,phys-mo-l06-force-composition-b-5,活杆与定杆模型,high,材料讲动杆弹力一定沿杆而定杆弹力不一定沿杆
