subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-excitatory-inhibitory-neurotransmitters,神经递质,high,材料讲兴奋性递质引起Na+内流而抑制性递质GABA引起Cl−内流致后膜超极化；正是该节点「兴奋性与抑制性递质的后膜电位」条目
BIOLOGY,bio-fj-03-same-monomer-different-property,细胞中的糖类,medium,材料讲淀粉糖原纤维素基本单位都是葡萄糖但因数量与连接方式不同性质迥异；属该节点多糖组成条目且与同讲义第03讲的既有材料同节点
BIOLOGY,bio-fj-10-algae-distribution-light,色素,high,材料讲绿藻褐藻红藻的色素种类与海水深度分布；该节点边界即「讨论藻类对不同光质的适应」并已收录「光合色素的分布、吸收光谱与藻类适应」
BIOLOGY,bio-fj-22-gene-location-by-aneuploid,基因位置的判断方法,high,材料讲用三体单体或染色体片段缺失品系杂交定位基因所在染色体；该节点别名即「三体定位法判断基因所在染色体」
BIOLOGY,bio-fx-brdu-staining-method,dna的复制,high,材料讲BrdU掺入后第二次分裂中期染色单体深浅色差以追踪复制并验证半保留复制；该节点别名含「染色体标记问题的有丝分裂模型」与「半保留复制的假说与实验证据」
BIOLOGY,bio-fx-mismatch-repair,核苷酸,high,材料讲DNA错配修复的甲基化识别切除填补连接五阶段；该节点边界明确「延伸包括DNA损伤的重要修复机制」且转录偶联修复材料同绑此节点
BIOLOGY,bio-incomplete-dominance,分离定律的特殊类型,high,材料讲不完全显性杂合子表现介于双亲之间且自交分离比1:2:1；该节点别名即「不完全显性」且已收录同题材料
BIOLOGY,bio-kb-translocation-vs-crossing-over-diff,染色体变异-x1,high,材料辨析易位（非同源染色体之间属结构变异）与互换（同源染色体非姐妹染色单体之间属基因重组）；该节点别名即「交叉互换与染色体易位的区别」
BIOLOGY,bio-kb2-27-winter-urine,水和无机盐平衡的调节,high,材料讲冬天汗液分泌减少且低温下代谢生成的水增加使尿量增多；属水盐平衡中尿量多少的成因分析
BIOLOGY,bio-kb3-f5-s5-1-n03,酶的作用,high,材料讲加热使过氧化氢分子获得能量转变为活跃状态并给出活化能定义；该节点边界即「酶通过降低化学反应的活化能加快反应速率」且既有「活化能与酶的作用机理」材料同绑此节点
BIOLOGY,bio-primer-directionality-two-primers,pcr技术,high,材料讲Taq酶沿子链5'→3'方向合成且PCR需2种引物控制两条链反向合成；该节点别名即「PCR引物的特点与设计原则」
BIOLOGY,bio-synaptic-transmission-steps,突触,high,材料讲突触传递的释放→扩散→与后膜受体结合引起电位变化三步；该节点别名即「突触传递的关键环节」
CHEMISTRY,chem-fx-chong-dian-shi-f39x05,二次电池,high,材料给出铅蓄电池充电时的阴极阳极反应式与负接负正接正的连接对应；正是该节点二次电池充电时的电极反应与连接对应
CHEMISTRY,chem-fx-entry-f55x02,影响沉淀溶解平衡的因素,high,材料讲沉淀溶解平衡图像中d→c由加入BaCl2固体引起；该节点别名即「沉淀溶解平衡图像中点的移动」
