subject,slug,field,status,evidence
CHEMISTRY,ext-che-1422ee20c2-022,contentMarkdown,WIDER_FIX,坏点＝「$ 不成对」（全字段 29 个为奇数）；现场在第 2 条「同时**除去上一步过量的 $\mathrm{Ba^{2+}}*（生成 $\mathrm{BaCO_3}$ 沉淀）」；原形应为「…\mathrm{Ba^{2+}}$**（生成」——bash 把特殊参数 `$*` 展开成空串 于是定界符 `$` 与其后的第一个 `*` 一并消失 只剩「}}*（」；三重自证：①补回后 29→30 成对；②第 1 条同位置写「**加过量 BaCl2 溶液**：除去 $\mathrm{SO_4^{2-}}$（生成 $\mathrm{BaSO_4}$ 沉淀）」 加粗短语一律 `**…**` 成对 故「同时**除去上一步过量的 …**（生成…」的 `**` 是收尾；③若原文只有一个 `$`（其前无第二个 `*`） 则 `$*` 展开会把 `*` 一起吃掉 而现文本仍留有 `*` 反证原文是 `$**`；取证受限：该字段在 cffda989^ 与两份 agent CSV（.agent_b_bchem_4.csv 与 tables/material_judgments.csv）中形态完全相同 无更早干净副本 故按展开机制回填 2 字符 属动到被吃掉的正文（非纯定界符修复）
CHEMISTRY,ext-che-4dd2e79693-136,contentMarkdown,FIXED,9 处 \1 依次回填 mL / g / min / mol / mol / mol / mol / mol / g；依据：与 cffda989^（923a13db）同卷同 slug 同字段逐字一致 且二者只有这 9 处不同（逐处 diff 核过）；回填后「100 mL」「1 g」「2~3 min」「93\ \mathrm{g\cdot mol^{-1}}」「60\ \mathrm{g\cdot mol^{-1}}」与同批材料 ext-che-4dd2e79693-137 的单位写法同型
CHEMISTRY,ext-che-4dd2e79693-137,contentMarkdown,FIXED,4 处 \1 依次回填 mmol / mmol / mol / g；依据：与 cffda989^ 同字段逐字一致（只有这 4 处不同 逐处 diff 核过）；回填后「题中乙酸 100 mmol、乙醇 150 mmol」与「88\ \mathrm{g\cdot mol^{-1}}=8.8 g」自洽
CHEMISTRY,ext-che-5de6d65b20-009b,contentMarkdown,FIXED,7 处 \1 依次回填 H / m / t / g / mL / t / mol；依据：与 cffda989^ 同字段逐字一致（只有这 7 处不同）；与源头切块「c＝4.18 J·g－1·℃－1」「0.1～0.5 mol·L-1」及同材料 boundary 对 ΔH 的说法一致
CHEMISTRY,ext-che-e1f44db337-027,contentMarkdown,FIXED,9 处 \1 依次回填 pH / A / HA / HA / B / HA / C / D / E；依据：与 cffda989^ 同字段逐字一致（只有这 9 处不同）；表头「溶质及 pH」与表身「故 HA 为弱酸」给出 pH 与 HA 的写法 五个特殊点 A～E 与五行一一对应
CHEMISTRY,ext-che-f2609763fa-004b,contentMarkdown,FIXED,1 处 \1 回填 c ⇒ $pH=-lg\ c(H^+)$；依据：与 cffda989^ 同字段逐字一致（只有这 1 处不同）；与源头切块「最后根据pH＝－lg c(H＋) 求pH」一致
CHEMISTRY,ext-che-fa19c9abe5-010,contentMarkdown,FIXED,15 处 \1 依次回填 g / mL×7 / mol×2 / L / g×2 / mL / cm；依据：与 cffda989^ 同字段逐字一致（只有这 15 处不同）；与源头切块「读数精确到0.1 g」「100 mL、250 mL、500 mL、1000 mL」「1～2cm」逐项吻合（含计算式里的三个单位）
MATH,ext-mat-142727db6b-001b,boundaryMarkdown,FIXED,坏点只一处 `\'`（$f\'(x_0)=0$）；`\'` 是无参数的重音命令 渲染不出东西 属残迹；按仓库自带修复器 tools/kb_build/fix_invalid_escapes.py 机械规则第 4 条「`\'` 换成 `'`」去掉反斜杠 ⇒ $f'(x_0)=0$；该规则依据 gate.py 注释对成品包的全量普查（语料里 `\'` 一律以 f\'(x) 出现）；同族材料 ext-mat-555709725e-003b 与 ext-mat-555709725e-004b 的 boundary 同式均写 f'(x)=0；该字段在 cffda989^ 无对应版本（卷 09 由 cffda989 新引入）但修复只删 1 个字符 骨架逐字不变
MATH,ext-mat-76823d83c1-003,contentMarkdown,FIXED,2 处 \1 均回填 rad ⇒「单位用符号 rad 表示」「通常不写单位或写 rad」；依据：入库前代理产物 .agent_mp_08.csv 同块（76823d83c1-003）同标题行的 content 为干净原文 与本字段只有这 2 处不同（逐处 diff 核过）；与源头切块「弧度单位用符号rad表示 读作弧度」一致
MATH,ext-mat-95e236319c-012b,contentMarkdown,FIXED,1 处 \1 回填 BS ⇒ $NP\bot BS$；依据：与 cffda989^ 同字段逐字一致（只有这 1 处不同）；与同句下文的 $\overrightarrow{NP}\cdot\overrightarrow{BS}=0$ 用同一对向量名 NP 与 BS 一致
