subject,slug,field,status,evidence
CHEMISTRY,ext-che-1422ee20c2-020b,contentMarkdown,WIDER_FIX,坏点清单只判出奇数 $（13 个）但实际是三处：两处 339735 是 $$ 被 shell 展开成 PID（同片 slice_16 遇同一数字 339735 判为「原文应为 $$」；本批 .agent_b_bchem_4.csv 同文件并存 $0→/usr/bin/bash 与 330877 同型残迹）故还原为 $$；$\mathrm{NaCl}*（ 处原为 $\mathrm{NaCl}$**（（shell 把 $* 展开为空串、吃掉 $ 与一个 *）；依据：同批 .agent_b_bchem_4.csv:71 有同型残迹 $\mathrm{Ba^{2+}}*（生成 …） 且本文件 38 处 `**（` 全是「**短语**（补充）」写法（`}**（` 0 处）；还原后 $ 13→18 逐对闭合；与现文差异仅 3 处（2 处 $$ 替换与 1 处 $* 插入）；入库前产物 .agent_b_bchem_4.csv:67 与现文同文、无更早净本
CHEMISTRY,ext-che-4dd2e79693-094b,contentMarkdown,FIXED,5 处 \1 还原为 AB、c、c、c、L；依据：与 cffda989^ 中的 84cc6467 版同字段逐字一致（残迹由 cffda989 引入）；入库前产物 .agent_jjdx_chem_b.csv:54 同文；改动只落在这 5 处残迹、$ 数 26 不变
CHEMISTRY,ext-che-4dd2e79693-098,contentMarkdown,FIXED,15 处 \1 还原为 pH×7、L×4、mol×2、c、NaOH；依据：与 cffda989^ 中的 84cc6467 版同字段逐字一致；.agent_jjdx_chem_b.csv:148 同文；$ 数 38 不变
CHEMISTRY,ext-che-4dd2e79693-104d,contentMarkdown,FIXED,3 处 \1 全部还原为 L（三处 $\mathrm{mol\cdot L^{-1}}$ 单位）；依据：与 cffda989^ 中的 84cc6467 版同字段逐字一致；.agent_jjdx_chem_b.csv:75 同文；$ 数 22 不变
CHEMISTRY,ext-che-4dd2e79693-105b,contentMarkdown,FIXED,9 处 \1 还原为 Ksp×2、mL×2、L×2、c×2、mmol；依据：与 cffda989^ 中的 84cc6467 版同字段逐字一致；.agent_jjdx_chem_b.csv:77 同文；$ 数 28 不变
CHEMISTRY,ext-che-51e309bf0b-003,contentMarkdown,FIXED,2 处 \1 还原为 \ Cl 与 \ mol（$1\ mol\ Cl_2$）；依据：与 cffda989^ 中的 4787fb49 版同字段逐字一致；.agent_t2_18.csv:60 同文；源头切块写「1 mol Cl2溶于水」；$ 数 38 不变
CHEMISTRY,ext-che-6ed9df72fe-006,contentMarkdown,FIXED,7 处 \1 还原为 mol×4、H、kPa、kJ；依据：与 cffda989^ 中的 4787fb49 版同字段逐字一致；.agent_t_03.csv:70 同文；源头切块写「101 kPa」「2molH2(g)」「571.6kJ」；$ 数 8 不变
MATH,ext-mat-555709725e-004b,boundaryMarkdown,FIXED,删去 1 处多余反斜杠得 $f'(x_0)=0$（原写法把撇号变成无参数重音命令）；依据：gate.py 注释记载 \' 属残迹；同批 ext-mat-555709725e-001 与 -003 已在 slice_01 与 slice_08 按同一修法处置（删反斜杠、保留撇号）；同材料 contentMarkdown 写 $f'(x_0)=0$ 与 $f'(x)$；入库前产物 .agent_mp2_28.csv:67 与本字段同文、无更早净本；$ 数 2 不变
MATH,ext-mat-5b737469ca-009b,contentMarkdown,FIXED,1 处 \1 还原为 \ t（$\left(\frac{\sqrt3}{2};\ \frac12;\ t\right)$）；依据：与 cffda989^ 中的 84cc6467 版同字段逐字一致；.agent_b_bmath_1.csv:74 同文；与本字段 $t=1+\sin(…)$ 及 boundaryMarkdown 的 $R^2=1+t^2$ 自洽；$ 数 32 不变
MATH,ext-mat-91e0c2ace8-009b,contentMarkdown,FIXED,7 处 \1 还原为 x×4、m×2、e（$m>n$、$m<n$、$\sin x$、$\cos x$、$e^x\cdot e^{-x}$）；依据：与 cffda989^ 中的 84cc6467 版同字段逐字一致；.agent_jjdx_math_a.csv:10 同文；$ 数 48 不变
MATH,ext-mat-991fbb472d-010,contentMarkdown,FIXED,1 处 \1 还原为 Z（$(k\in\mathbf Z)$）；依据：入库前产物 .agent_mp_01.csv:13 同字段写作 \mathbf Z；源头切块写「kπ＋(k∈Z)」；实测该 CSV 与现文只差这一处残迹；$ 数 34 不变
MATH,math-fx-budengshi-qitiao-xingzhi,contentMarkdown,FIXED,12 处 \1 还原为 a×4、ac×3、c×3、b×2；依据：与 cffda989^ 中的 98919887 版同字段逐字一致；改动只落在这 12 处残迹；$ 数 20 不变；字段内 3 处真换行原样保留
MATH,math-hj-zhongdian-jian-qidian,summaryMarkdown,FIXED,1 处 \1 还原为 \ y（向量坐标第二分量为 LaTeX 细空 \ 加 y_B-y_A）；依据：与 cffda989^ 中的 98919887 版同字段逐字一致；同材料 contentMarkdown 同一写法；$ 数 2 不变
MATH,math-hj-zhongdian-jian-qidian,contentMarkdown,FIXED,1 处 \1 还原为 \ y（向量坐标第二分量为 LaTeX 细空 \ 加 y_2-y_1）；依据：与 cffda989^ 中的 98919887 版同字段逐字一致；同材料 summaryMarkdown 同一写法；$ 数 6 不变
PHYSICS,ext-phy-206fb04353-023f,applicabilityMarkdown,FIXED,删去行尾 1 处孤立反斜杠（无内容可还原、只删残迹）；依据：gate.py 注释把行尾孤立反斜杠列为残迹（全包 6 处、全在卷 06 同一批 ext-phy-206fb04353-023d/023e/023f/024/027b/030）；全包 applicabilityMarkdown 无一以 \ 或 \n 结尾（以「。」结尾者 21768/33159）；同 chunk 同批 5 条同缺陷；删后 $ 数 0 仍为偶数
PHYSICS,ext-phy-97aeedc8eb-003b,contentMarkdown,FIXED,3 处 \1 还原为 \ S、\ k、\ d（$C=\dfrac{\varepsilon_r S}{4\pi k d}$）；依据：入库前产物 .agent_mp2_58.csv:4 同字段写作 \dfrac{\varepsilon_r S}{4\pi k d}、与现文只差这 3 处；源头切块写「决定因素：正对面积、相对介电常数、板间距离」；同批 ext-phy-d625775dcf-014 的同类残迹已在 slice_22 按同法还原；$ 数 22 不变
PHYSICS,ext-phy-a78025070d-017,contentMarkdown,FIXED,2 处 \1 还原为 \ m×2（$1\ \mathrm{N\cdot m}=1\ \mathrm{kg\cdot m^{2}/s^{2}}$）；依据：入库前产物 .agent_mp2_59.csv:5 同字段逐字一致；源头切块写「1 J＝1 N·m＝1 kg·m2/s2」；$ 数 4 不变
PHYSICS,ext-phy-d4160369ce-002,contentMarkdown,FIXED,5 处 \1 还原为 \ k、\ m、\ kg、\ m、\ N（标题「单位与 k 取 1 的条件」、$1\ \mathrm{N}=1\ \mathrm{kg\cdot m/s^2}$、单位取 kg 与 m/s² 与 N）；依据：入库前产物 .agent_mp_14.csv:51 同字段逐字一致；源头切块写「质量的单位取kg」「加速度的单位取m/s2」「力的单位取N」；$ 数 22 不变
