subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-diurnal-dawn-respiration-valley,一昼夜CO2浓度变化曲线,high,材料讲一昼夜CO2曲线凌晨3-4时低谷由低温下呼吸减弱导致；正是该节点的一昼夜曲线关键点成因
BIOLOGY,bio-fj-03-chitin-uses,几丁质,high,材料讲几丁质（壳多糖）含N元素的组成、真菌细胞壁与甲壳类外骨骼的分布及废水处理等应用；与该节点主题一致
BIOLOGY,bio-fj-08-enzyme-storage,酶的特性,medium,材料讲过酸过碱与高温使酶永久失活而0℃时结构稳定故酶制剂宜低温保存；属酶的作用条件温和（失活与保存条件）
BIOLOGY,bio-fj-19-dna-renaturation-heating,dna的双螺旋结构,medium,材料讲加热使DNA氢键断裂、双螺旋解开而缓慢冷却可复性且不破坏磷酸二酯键；说明氢键对双螺旋结构稳定性的意义
BIOLOGY,bio-fj-33-symbiosis-vs-protocooperation-detail,群落的结构,high,材料辨析互利共生（地衣、根瘤菌）与原始合作（海葵与寄居蟹）的实例；该节点别名即「互利共生与原始合作的辨析」
BIOLOGY,bio-fx-judge-heat-production-balance,体温调节,high,材料强调体温恒定时产热量等于散热量、寒冷环境中两者同增仍相等；属体温调节的产热与散热关系判断
BIOLOGY,bio-gel-electrophoresis-principle,遗传系谱图和电泳图谱分析,high,材料讲DNA带负电向正极迁移且迁移速率取决于片段大小与构象；该节点别名含「凝胶电泳的原理与图谱解读」
BIOLOGY,bio-kb-osmosis-direction-and-concentration-judgment,渗透作用,high,材料讲水由低浓度一侧向高浓度一侧净渗透、浓度指物质的量浓度、渗透平衡时仍存在浓度差；与该节点别名一致
BIOLOGY,bio-kb2-16-heterosis-breeding,育种,high,材料讲杂交育种组合优良性状并连续自交选纯及杂种优势的固定；该节点别名含「杂种优势及其固定方法」
BIOLOGY,bio-kb3-f4-s34-n01,胞吞,medium,材料给出胞吞与胞吐两个过程的概念（膜内陷成囊泡与囊泡与膜融合外排）；该节点边界即含胞吞与胞吐两种方式的区分
BIOLOGY,bio-photoinhibition-ros-generation,光系统与电子传递链,medium,材料讲电子传递中NADP+供应不足时电子传给O2生成ROS；属电子传递链电子受体的替代与电子流向改变
BIOLOGY,bio-selfing-n-heterozygote-ratio,自交和自由交配的概率计算,high,材料给出杂合子连续自交n代后杂合子比例为(1/2)^n；该节点别名即「杂合子连续自交与逐代淘汰的计算」
CHEMISTRY,chem-fx-chang-ya-xia-f46x19,含量-或转化率-时间-温度-压强-图像,medium,材料是常压下乙烷与氧气制乙烯体系中含碳产物百分数与转化率随温度变化的图像分析题；属含量转化率—温度图像判读
CHEMISTRY,chem-fx-dui-tong-yi-jin-shu-lai-shuo-f41x15,金属电化学腐蚀规律,high,材料给出同一金属在不同溶液中腐蚀速率快慢及活动性差别越大腐蚀越快的规律；该节点别名即「比较金属腐蚀快慢的四条规律」
CHEMISTRY,chem-fx-gai-nian-dan-ti-tong-guo-de-fang-shi-s-f63x01,聚合反应,medium,材料讲单体间缩合生成高分子并伴小分子副产物的缩聚反应概念；该节点边界明确包含加聚与缩聚的区别
CHEMISTRY,chem-fx-lie-jie-zai-gao-wen-xia-shi-fen-zi-ju-f59x12,石油的综合利用,high,材料给出裂解的定义与目的（长链烃断裂得短链不饱和烃作化工原料）；该节点边界含裂化、裂解等加工过程
CHEMISTRY,chem-fx-shi-yan-f13x07,碳酸钠和碳酸氢钠易错知识点,low,材料以四个实验探究Na2CO3与NaHCO3混合溶液性质并判断说法正误（酚酞、稀盐酸、CO2、Ba(OH)2沉淀）；属两盐性质的正误辨析
CHEMISTRY,chem-fx-wen-du-bu-gao-yu-f71x04,化学实验中的温度控制,high,材料归纳温度不高于某值的四类原因（受热分解、挥发、氧化、促进水解）；即实验控温目的的分析
CHEMISTRY,chem-fx-yi-yi-qi-ming-cheng-he-zuo-yong-f69x13,常见仪器,high,材料提醒识别装置图中不常见仪器的名称与作用；属常用实验仪器的名称结构与用途认知
CHEMISTRY,chem-high-bp-distillation-no-water,蒸馏,high,材料讲蒸馏高沸点馏分时放出冷凝水改用空气冷凝以防冷凝管炸裂；属蒸馏操作与冷凝方式选择要点
MATH,math-bayes-formula,贝叶斯公式,high,材料给出由乘法公式与全概率分解推出的P(Bi|A)公式及果求因用法；与该节点同名同主题
MATH,math-fx-qgexian-fangshuo-silu,切线夹与割线夹,high,材料讲切割线放缩总体思路：用切线与割线夹住曲线并以直线零点估计曲线零点得双零点和差的界；与该节点主题一致
MATH,math-hj-qiexian-fangshuo,切线放缩不等式,high,材料列出e^x≥x+1、lnx≤x-1、tanx>x>sinx等常用切线放缩链；与该节点主题一致
MATH,math-hj-zhongdianxian-diandian-fa,弦中点与点差法,high,材料讲设两端点代入曲线方程相减得中点与斜率关系并用判别式检验；与该节点主题一致
MATH,math-mo-jihe-hunhe-tongchu,1的代换,high,材料讲已知积求和时同除ab互化结构再凑1的代换；该节点边界即含条件不为1时先化为1的常数代换
MATH,math-mo-zugeng-yuanli,祖暅原理,high,材料讲夹在两平行平面间的几何体截面积总相等则体积相等；与该节点同名同主题
PHYSICS,phys-fx-chase-slow-chase-fast-conclusion,追及问题的常见类型,medium,材料给出追不上型在速度相等临界下恰追上、追不上与相遇两次的结论；属常见追及情景与能否追上的判定
PHYSICS,phys-hj2-liangliang-yuan-fa-zhengxian-dingli,动态平衡问题,high,材料讲三力平衡中一力恒定而两变力夹角不变时用矢量圆与正弦定理判断各力变化；该节点别名含「辅助圆与正弦定理处理夹角不变类动态平衡」
PHYSICS,phys-kb-arch-bridge-model,圆周运动的经典模型和应用,high,材料分析汽车过拱桥最高点与凹形桥最低点的超重失重；该节点别名含「火车转弯与汽车过拱桥」
PHYSICS,phys-velocity-selector-speed-only,磁场中的仪器,high,材料讲速度选择器平衡条件中q被消去故只选速度不选电性电量质量；该节点边界即速度选择器且别名含其原理与特点
