subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-concept-question-routine,长句应答题的作答方法,medium,材料讲概念原理类题的作答步骤（抓内涵抓外延并紧扣关键词句）；属作答方法一类
BIOLOGY,bio-fj-02-reducing-sugar-test,实验-检测生物组织中的糖类-脂肪和蛋白质,high,材料讲还原糖与斐林试剂水浴加热生成砖红色沉淀的原理与取材操作；即该实验中的还原糖检测
BIOLOGY,bio-fj-08-atp-vs-glucose-energy,atp的结构与作用,medium,材料比较ATP与葡萄糖的能源特点（ATP为直接能源而葡萄糖须先转化为ATP）；该节点已收录ATP与能源物质的比较条目
BIOLOGY,bio-fj-16-linkage-crossing-over,连锁互换问题的配子分析,high,材料讲互换后的重组配子比例与用测交验证连锁；即连锁互换的配子分析
BIOLOGY,bio-fj-33-primary-succession-stages,群落的演替,high,材料梳理裸岩初生演替的地衣到苔藓到草本到灌木到乔木五阶段顺序
BIOLOGY,bio-fx-judge-aba-ga-ratio,其他植物激素,high,材料讲脱落酸与赤霉素的比例影响黄瓜雌雄花分化；该节点已收录脱落酸与赤霉素相互作用条目
BIOLOGY,bio-fx-trisome-gamete-labeling,染色体变异-x1,high,材料讲三体AAa产生配子的标号分析与配子比例；该节点别名即「三体与四体产生的配子比例」
BIOLOGY,bio-kb-lens-length-magnification,使用高倍显微镜观察细胞,high,材料讲目镜与物镜长短和放大倍数的对应关系；该节点别名即「显微镜的结构与目镜物镜特点」
BIOLOGY,bio-kb2-11-photosynthate-transport,光合产物的运输与转化,high,材料讲磷酸丙糖运出叶绿体后在细胞质中合成蔗糖并经韧皮部运输；与节点同义
BIOLOGY,bio-kb3-f4-s28-n04,物理模型的构建方法,medium,材料为制作真核细胞三维结构模型的探究实践目的要求；属建构物理模型的实践活动
BIOLOGY,bio-peroxisome,光呼吸,medium,材料讲过氧化物酶体含过氧化氢酶并参与光呼吸且与叶绿体线粒体协同；该节点别名即「光呼吸发生的三个细胞器途径」
BIOLOGY,bio-selfing-eliminating-recessive-dominant-homozygote,自交和自由交配的概率计算,high,材料给逐代淘汰隐性个体后连续自交的显性纯合比例公式2/(2^n+1)；该节点别名即「淘汰隐性个体后的连续自交计算」
CHEMISTRY,chem-fx-chan-wu-te-zheng-f63x03,有关合成高分子的易混易错点,medium,材料对比加聚与缩聚的产物特征（组成是否相同与是否放出小分子）；该节点别名即「加聚与缩聚的区分」
CHEMISTRY,chem-fx-dian-ye-jin-f41x09,电冶金,high,材料讲电解熔融盐或氧化物冶炼活泼金属Na与Mg与Al等；与该节点同名
CHEMISTRY,chem-fx-fen-qiang-ji-f63x06,官能团的保护,high,材料讲酚羟基在氧化其他基团前用NaOH或CH3I保护；该节点别名含「常见需要保护的官能团及保护方法」
CHEMISTRY,chem-fx-leng-que-fa-f56x07,分离提纯,medium,材料讲冷却法利用气体液化分离气体（合成氨中分离氨气）；属分离提纯的常用方法之一
CHEMISTRY,chem-fx-se-qi-wei-f22x03,二氧化硫,high,材料讲SO2的颜色气味与溶解性（1体积水约溶解40体积SO2）
CHEMISTRY,chem-fx-tuo-pan-tian-ping-f05x05,常见仪器,high,材料讲托盘天平的调零与左物右码与读数规范；该节点别名即「托盘天平的使用与读数」
CHEMISTRY,chem-fx-yi-lv-hua-yin-wei-li-f54x14,解沉淀溶解平衡图像题的三步骤,medium,材料讲氯化银Ksp图像上曲线与上下方区域Qc和Ksp的关系；即沉淀溶解平衡图像的读图判据
CHEMISTRY,chem-fx-zu-he-fa-f03x07,含苯环同分异构体数目的确定技巧,high,材料用组合法数苯环上一氯代物（丁基4种乘苯环3个位置得12种）；该节点别名即「取代基自身结构数目的乘法」
CHEMISTRY,chem-reflux-condenser-points,有机物制备实验的常用操作与仪器,medium,材料讲球形冷凝管冷凝水下进上出与沸石防暴沸及冷却后补加；该节点别名含「有机制备中的加热、蒸馏与冷凝回流操作」
MATH,math-fx-hechaji-guanxi,三角函数和差积的互化,high,材料讲sinα±cosα与sinαcosα的平方互推及和差平方的和差关系；该节点即和差积互化
MATH,math-hj-pailie-gainian-shu,排列,high,材料给排列的定义与排列数公式A_n^m；该节点别名即「排列的概念与排列数公式」
MATH,math-hj-zhankaishi-tedian,二项式定理,medium,材料列二项展开式的项数与升降幂与系数先增后减等形式特点；属二项式定理的展开式特征
MATH,math-mo-huchi-vs-duili-shijian,概率的基本性质,high,材料辨析互斥与对立事件并说明P(A∪B)与1−P(Ā)的适用条件；该节点别名即「互斥事件、对立事件与概率的基本性质」
MATH,math-mo-zhongxianchang-dingli,平行四边形恒等式与中线定理,high,材料给中线长公式m_a=½√(2b²+2c²−a²)及其向量推导；该节点别名即「中线长公式」
PHYSICS,phys-fx-analogy-method-physics,类比-创新-极限等物理思维考查,high,材料讲类比分析法（找类比对象与对应量再迁移规律）；该节点别名即「类比法」
PHYSICS,phys-hj2-anan-fufu-huoyong-cezu,伏伏法与安安法测电阻,high,材料同时讲安安法与伏伏法在缺电压表或电流表时测电阻；与该节点同名同主题
PHYSICS,phys-hj3-wavelength-in-two-waves,波长,medium,材料讲横波相邻波峰与纵波相邻密部中央的间距等于一个波长；即波长的确定
PHYSICS,phys-tian-ti-gong-xian-zui-jin-zui-yuan,公式法解天体追及相遇问题,high,材料讲行星与地球同太阳共线时同侧相距最近（冲日）而异侧最远；该节点别名即「天体相距最近与最远的条件与解法」
