subject,slug,field,status,evidence
CHEMISTRY,ext-che-1422ee20c2-064,contentMarkdown,FIXED,8 处 \1 回填为「 Mn」「 c」「 c」「 pH」「 pH」「 KI」「 L」「 pH」；依据：与本材料源头产物 .agent_b_bchem_4x.csv 中同块（1422ee20c2-064）同标题行逐字比对——两者差异恰好只有这 8 处且每处 2–3 字符等长回填；回填后 $\rightleftharpoons Mn^{2+}+Br_2$、$c(\mathrm{Br_2})$、$c^4(\mathrm{H^+})$、$\mathrm{mol\cdot L^{-1}}$、用 pH 计测平衡时的 pH 与加过量 KI 固体各处均与上下文自洽
CHEMISTRY,ext-che-1422ee20c2-065,contentMarkdown,FIXED,4 处 \1 回填为「 pH」×4；依据：与本材料源头产物 .agent_b_bchem_4x.csv 中同块（1422ee20c2-065）同标题行逐字比对——差异恰好只有这 4 处；回填后「控制合适的 pH」「起始 pH 较大时」「用调 pH 的办法抑制」「综合调控 pH 和温度」四处与同材料 boundaryMarkdown 及标题「结果偏小的两种原因」自洽
CHEMISTRY,ext-che-4dd2e79693-054,contentMarkdown,FIXED,3 处 \1 回填为「 M」「 P」「 M」；依据：与源头产物 .agent_jjdx_chem_a.csv 中同块（4dd2e79693-054）同标题行逐字比对——差异恰好只有这 3 处；回填后「判断出 M 点坐标」「题给的 P 点为原点」「让 M 点的坐标沿 $z$ 轴向上平移」与同材料 summaryMarkdown（以原点快速写出坐标）及 boundaryMarkdown（平移量同向施加）自洽
CHEMISTRY,ext-che-4dd2e79693-098b,contentMarkdown,FIXED,6 处 \1 回填为「 Zn」「 c」「 c」「 c」「 L」「 L」；依据：同块（4dd2e79693-098）在 .agent_jjdx_chem_b.csv 里有两行（另一行标题为「由Ksp计算沉淀完全的pH与分离区间」）——已按标题「由Ksp算配离子生成的平衡常数」精确取行并逐字比对，差异恰好只有这 6 处；回填后 $\rightleftharpoons Zn(OH)_4^{2-}$、$c^4(OH^-)$、$c^2(OH^-)$、$\mathrm{mol\cdot L^{-1}}$ 与同材料 boundaryMarkdown 的 $K_{sp}$ 与配位数讨论自洽
CHEMISTRY,ext-che-4dd2e79693-141,contentMarkdown,FIXED,12 处 \1 回填为「 CaCO」「 pH」×5、「 L」「 mol」×2、「 g」×2、「 mL」；依据：与源头产物 .agent_jjdx_chem_b.csv 中同块（4dd2e79693-141）同标题行逐字比对——差异恰好只有这 12 处；回填后 $CaCO_3(s)$、$\mathrm{mol\cdot L^{-1}}$、0.01 mol、1.36 g、100.0 mL、用 pH 计测得体系的 pH 与同材料 boundaryMarkdown（稀盐酸要过量、沉淀剂过量）自洽
CHEMISTRY,ext-che-bd9b97b326-018,contentMarkdown,FIXED,1 处 \1 回填为「 mol」；依据：与源头产物 .agent_t2_02.csv 同块同标题行逐字比对（差异只此一处）；源头切块 bd9b97b326-018 原文写「反应物浓度皆为1 mol·L－1时的反应速率」——单位 mol 明确
CHEMISTRY,ext-che-ce8d78405a-005,contentMarkdown,FIXED,13 处 \1 全回填为「 H」（即 $\Delta H$ 的 H）；依据：与源头产物 .agent_t2_27.csv 同块同标题行逐字比对（差异恰好只有这 13 处）；源头切块 ce8d78405a-005 原文写「⑤S(g)＋O2(g)===SO2(g)　ΔH5」「由反应⑤－反应⑥可得…ΔH＝ΔH5－ΔH6<0」——ΔH5/ΔH6/ΔH7/ΔH8 记号完整
MATH,ext-mat-04f7dd8847-007,contentMarkdown,FIXED,7 处 \1 全回填为「 x」；依据：与源头产物 .agent_b_bmath_4.csv 同块同标题行逐字比对（差异恰好只有这 7 处）；回填后 $\dfrac{1-\cos x}{2}$、$\tan\dfrac{x}{2}=\dfrac{\sin x}{1+\cos x}$、$3\sin x-4\cos x=4$、$\cos x=-\dfrac{7}{25}$ 与同材料 summaryMarkdown（由 cosx 求半角）自洽
MATH,ext-mat-95e236319c-016c,contentMarkdown,FIXED,3 处 \1 全回填为「 p」（法向量记号 $\boldsymbol p$）；依据：与源头产物 .agent_b_bmath_1.csv 同块同标题行逐字比对（差异恰好只有这 3 处）；同一产物文件里同块另一条材料用 $\boldsymbol n;\boldsymbol m$、本材料回填后「法向量为 $\boldsymbol p=\left(0;\ 0;\ 1\right)$」及正弦式分子分母同含 $\left|\boldsymbol p\right|$ 自洽
MATH,ext-mat-9c65092122-005,contentMarkdown,FIXED,4 处 \1 回填为「 R」「 a」「 text」「 b」；依据：与源头产物 .agent_mp_01.csv 同块同标题行逐字比对（差异恰好只有这 4 处）；回填后 $a$、$b$、$c$、$d\in\mathbf R$ 与 $a+bi=c+di\iff a=c\ text{且}\ b=d$ 成对（实部 a=c、虚部 b=d）。注：产物原文把 \text 写作「\ text」——按「只修坏点」原样保留，未顺带改写
