27版五三/2027《53高考总复习A版》9科 精练册&精讲册/2027《53高考总复习A版》化学精讲册.pdf	ff0d298552aba4b4	553006560	moved
27版五三/2027《53高考总复习A版》9科 精练册&精讲册/2027《53高考总复习A版》数学精讲册.pdf	8092f9305de08ed4	523374958	moved
27版五三/2027《53高考总复习A版》9科 精练册&精讲册/2027《53高考总复习A版》物理精讲册.pdf	f4fdad202a821ef0	690076261	moved
27版五三/2027《53高考总复习A版》9科 精练册&精讲册/2027《53高考总复习A版》生物精讲册.pdf	f80f8a7653057cab	685960900	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第一章集合、常用逻辑用语与不等式/11集合/5_精讲册PDF/1_1.1  集合.pdf	f44bb4630ba41005	1988979	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第一章集合、常用逻辑用语与不等式/12常用逻辑用语/5_精讲册PDF/1_1.2  常用逻辑用语.pdf	ed9256016aabaf01	1054484	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第一章集合、常用逻辑用语与不等式/13不等式的性质与解法/5_精讲册PDF/1_1.3  不等式的性质与解法.pdf	bdd600bbc0a88d5c	1535507	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第一章集合、常用逻辑用语与不等式/14基本不等式/5_精讲册PDF/1_1.4  基本不等式.pdf	b552844c53058a56	1417096	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/71空间几何体的结构特征、表面积与体积/5_精讲册PDF/1_7.1  空间几何体的结构特征、表面积与体积.pdf	d79f6c8d7e582d8d	1976735	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/72空间点、线、面的位置关系/5_精讲册PDF/1_7.2  空间点、线、面的位置关系.pdf	5a2d1f4bd59436d5	874785	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/73直线、平面平行的判定与性质/5_精讲册PDF/1_7.3  直线、平面平行的判定与性质.pdf	77ca8691a166baba	1230977	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/74直线、平面垂直的判定与性质/5_精讲册PDF/1_7.4  直线、平面垂直的判定与性质.pdf	41f6f488f8fd31f7	1399741	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/75空间角与空间距离、空间向量及其应用/5_精讲册PDF/1_7.5  空间角与空间距离、空间向量及其应用.pdf	d96c46eee4fed1b7	3146890	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/高考热点7球的接、切问题/5_精讲册PDF/1_高考热点7  球的接、切问题.pdf	f28c82169f901abf	856614	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/高考热点8截面与翻折问题/5_精讲册PDF/1_高考热点8  截面与翻折问题.pdf	b393b8b5e1dc8589	1357019	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第七章立体几何与空间向量/高考热点9立体几何中的存在和动态问题/5_精讲册PDF/1_高考热点9  立体几何中的存在和动态问题.pdf	a9a3a2402fc81c6a	1575000	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/31导数的概念及运算/5_精讲册PDF/1_3.1  导数的概念及运算.pdf	637e98155c9cacf9	1754534	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/32导数与函数的单调性、极值和最值/5_精讲册PDF/1_3.2  导数与函数的单调性、极值和最值.pdf	f611c3ff6d7db7b7	2560581	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/33导数的综合应用/5_精讲册PDF/1_3.3  导数的综合应用.pdf	a52b9752f2a190b9	3580189	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点1三次函数的性质综合/5_精讲册PDF/1_高考热点1  三次函数的性质综合.pdf	13d0c35636197c1d	1153107	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点2导数中的构造问题/5_精讲册PDF/1_高考热点2  导数中的构造问题.pdf	f9ea6ecebaa3e839	1129704	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点3导数中的双变量问题/5_精讲册PDF/1_高考热点3  导数中的双变量问题.pdf	b88f6c5a45d5f93f	2468137	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第九章计数原理/91计数原理、排列组合/5_精讲册PDF/1_9.1  计数原理、排列与组合.pdf	29ccbc55b0b7d97e	1838071	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第九章计数原理/92二项式定理/5_精讲册PDF/1_9.2  二项式定理.pdf	47ad44a1ab071031	1004788	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/21函数的概念及表示/5_精讲册PDF/1_2.1  函数的概念及表示.pdf	c8abadb3a7638d9f	1791894	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/22函数的单调性和最值/5_精讲册PDF/1_2.2  函数的单调性和最值.pdf	7f70f8d0e76f5bc3	1846512	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/23函数的奇偶性、周期性和对称性/5_精讲册PDF/1_2.3  函数的奇偶性、周期性和对称性.pdf	cdb5d31b51cb1889	2553948	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/24二次函数与幂函数/5_精讲册PDF/1_2.4  二次函数与幂函数.pdf	39f2002a253011bf	1487914	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/25指数函数与对数函数/5_精讲册PDF/1_2.5  指数函数与对数函数.pdf	83655d3149566c43	2202052	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/26函数的图象/5_精讲册PDF/4_2.6  函数的图象.pdf	114bfaabf0db837f	1292397	moved
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/27函数的零点与方程的根/5_精讲册PDF/1_2.7  函数的零点与方程的根.pdf	5c59ccee7a6a2756	1130789	moved
