subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-age-structure-types,种群的数量特征,high,材料讲年龄结构三种类型并按幼年与老年个体比例预测种群扩大稳定或缩小；属种群数量特征中的年龄结构
BIOLOGY,bio-exp-irrelevant-variables-constant,对照实验设计的四步模板,medium,材料讲实验设计中除自变量外各组无关变量须相同且适宜；与该节点无关变量必须写出处理办法的要点一致
BIOLOGY,bio-fj-04-peptide-disulfide-bonds,蛋白质,high,材料讲一条肽链内相邻氨基酸以肽键相连而不同肽链间可借二硫键相连；该节点范围含肽键与二硫键等化学键
BIOLOGY,bio-fj-10-magnesium-chlorosis,捕获光能的色素和结构,medium,材料讲缺镁使叶绿素合成受阻而显类胡萝卜素颜色并在黑暗中无法合成；属影响叶绿素合成与色素的内容
BIOLOGY,bio-fj-24-blood-through-organs,内环境的稳态,high,材料即血液流经骨骼肌肺肾胰腺肝脏后流出端物质含量变化模型；该节点别名正为血液流经某器官后物质含量的变化
BIOLOGY,bio-fx-electrophoresis-gene-location,分子标记与基因定位流程,medium,材料讲SSR标记与目的基因连锁并经PCR扩增电泳带型判断基因是否位于某染色体；属分子标记基因定位流程
BIOLOGY,bio-fx-osmosis-dynamic-equilibrium,渗透作用,high,材料讲漏斗液面稳定时水分子仍双向跨膜且单位时间速率相等；即该节点的渗透平衡是动态平衡
BIOLOGY,bio-inverse-pcr-unknown-flanking,pcr技术,high,材料讲用限制酶环化后以相反方向引物扩增已知序列两侧未知序列；即该节点的反向PCR原理与操作步骤
BIOLOGY,bio-kb2-02-reducing-sugar-test,实验-检测生物组织中的糖类-脂肪和蛋白质,high,材料讲斐林试剂现配现用并水浴加热出现砖红色沉淀以检还原糖；即组织中糖类的检测实验
BIOLOGY,bio-kb2-29-hiv-aids,艾滋病（HIV）,high,材料讲HIV为逆转录病毒并破坏辅助性T细胞及三条传播途径；与艾滋病（HIV）节点一致
BIOLOGY,bio-kb3-f5-s5-1-n10,酶在代谢中的作用,high,材料讲细胞代谢有条不紊与酶的专一性和酶在细胞中的分布有关；该节点别名含细胞代谢与酶在细胞内的分布
BIOLOGY,bio-qpcr-taqman-probe-principle,pcr技术,high,材料讲TaqMan探针被水解后报告基团发荧光且Ct值与起始模板量成反比；即实时荧光定量PCR的检测原理
CHEMISTRY,chem-cold-condensation-reflux,有机物制备实验的常用操作与仪器,medium,材料讲加装竖直球形冷凝管回流以防挥发损失并对比蒸馏用直形冷凝管；该节点含冷凝回流操作与冷凝管选型
CHEMISTRY,chem-fx-cui-qu-yu-fan-cui-qu-f74x10,萃取,high,材料讲理想萃取剂须与原溶剂不互溶不反应且溶解度远大于原溶剂并延伸反萃取；即萃取剂的选择条件
CHEMISTRY,chem-fx-entry-f76x04,fe2-fe3-的检验方法,high,材料讲Fe2+先加KSCN溶液再加氯水为先无明显变化后变红的检验方法；即Fe2+与Fe3+的检验方法
CHEMISTRY,chem-fx-huo-jian-de-di-yi-er-ji-fa-dong-ji-zho-f38x03,反应热,low,材料为肼作燃料四氧化二氮作氧化剂生成氮气与气态水并给出已知条件的情境题；段落被已知二字截断无法判定用盖斯定律还是键能；只能确定属反应热范畴
CHEMISTRY,chem-fx-ping-jun-zhi-fa-f03x14,平均值法,high,材料讲把混合烃当一种烃算平均摩尔质量再求平均分子式以确定烃的范围；即平均值法
CHEMISTRY,chem-fx-si-fan-ying-f76x13,下列溶液中-离子一定能大量共存的有____________,medium,材料讲离子间四类反应即复分解与氧化还原等使离子不能大量共存；即离子不能大量共存的常见类型
CHEMISTRY,chem-fx-xuan-yong-shi-ji-f22x08,检验so2和co2同时存在的一般流程,high,材料给出的品红溶液酸性高锰酸钾溶液品红溶液澄清石灰水四种试剂正是SO2与CO2同时存在的检验流程
CHEMISTRY,chem-fx-zai-zhong-f21x02,卤族元素,high,材料讲HX中HF熔沸点最高且氢氟酸为弱酸能腐蚀玻璃；即卤族元素中氟的特殊性
CHEMISTRY,chem-hj-yuanzi-fenshuzuobiao-tuying,原子分数坐标与晶胞投影图,high,材料讲以晶胞参数为单位建立坐标系求原子分数坐标并分析晶胞投影图；与节点同名同主题
MATH,math-fangshuo-1chuyi-2ndejian1,裂项放缩,high,材料给出1/(2ⁿ−1)先放缩分子再裂项的放缩结论及n≥2的使用条件；即裂项放缩（含分指结构）
MATH,math-fx-zhangjiao-dingli,张角定理,high,材料讲张角定理的内容面积法推导与角平分线特例；与节点同名同主题
MATH,math-hj-s89-chord-formula,圆锥曲线的弦长公式,high,材料讲直线与圆锥曲线联立后用韦达定理设而不求求弦长；即该节点的联立韦达与弦长公式
MATH,math-kb-axiom-parallel-transitivity,四个公理,high,材料即公理4平行于同一条直线的两条直线互相平行；该节点内容明确含公理4
MATH,math-mo-sitewaerte-dingli,斯特瓦尔特定理,high,材料讲斯特瓦尔特定理及其中线与角平分线特例；与节点同名同主题
MATH,math-tangent-missing-slope-undefined-check,圆的切线方程,high,材料讲圆外一点求切线只解出一个k时必须补查斜率不存在的切线以防漏解；即该节点的切线漏解易错点
PHYSICS,phys-hj-015-live-knot-model,活结与死结模型,high,材料讲活结由同一根绳跨光滑滑轮或挂钩形成故两侧张力处处相等；与节点一致
PHYSICS,phys-hj3-bulb-volt-ampere-exp,伏安特性曲线,high,材料为描绘小灯泡伏安特性曲线实验的电流表外接分压接法图线弯曲原因与描点要点；该节点含描绘伏安特性曲线的数据处理
PHYSICS,phys-mo-l06-force-composition-b-4,活结与死结模型,high,材料讲活结绳张力处处相等而死结两侧绳张力不一定相等；与节点一致
