subject,slug,field,status,evidence
CHEMISTRY,ext-che-4dd2e79693-084,contentMarkdown,FIXED,6 处 \1 按 .agent_jjdx_chem_b.csv 同一 chunk 同标题行的 content 逐处对回：K／c／c／DMF／L／L（即 $K_3=K_1\cdot K_2$、$c^2(H_2)$、$c(H_2O)$、$\mathrm{mol\cdot L^{-1}}$ 两处、因 DMF 与…）；上游行与修复结果逐字一致（855 对 855）；规则 R1（成品字段由原文把「空白+字母词」整体换成 \1）在本片 14 组 CSV 证据对 59 处残迹上逐字成立
CHEMISTRY,ext-che-91f4672bad-011,contentMarkdown,FIXED,4 处 \1 按 .agent_t2_03.csv 同一 chunk 同标题行的 content 逐处对回：V／V／a／H（$c(浓)\cdot V(浓)$、$c(稀)\cdot V(稀)$、「质量分数分别为 a%／b%」、「如 H2SO4」）；上游行与修复结果逐字一致（607 对 607）
CHEMISTRY,ext-che-e05314cc33-049b,contentMarkdown,FIXED,12 处 \1 按 .agent_b_bchem_4.csv 中标题为「常用试剂能反应的官能团范围」那一行逐处对回：mol／mol／mol／mol／Ag／mol／mol／Ag／mol／mol／Ag／mol（即「1 mol 最多与 4 mol $\mathrm{Na_2CO_3}$ 反应」与 $\mathrm{1\ mol}$／$\mathrm{2\ mol\ Ag}$／$\mathrm{4\ mol\ Ag}$）；上游行与修复结果逐字一致（754 对 754）
CHEMISTRY,ext-che-fcb3194bcf-009,contentMarkdown,FIXED,1 处 \1 按 .agent_t2_18.csv 同一 chunk 同标题行的 content 对回：mol（$1\ mol·L^{-1}$）；上游行与修复结果逐字一致（397 对 397）；同 chunk 的另三份产物为另写版本（长度 548／566／392）不对回
MATH,ext-mat-04f7dd8847-001b,contentMarkdown,FIXED,3 处 \1 按 .agent_b_bmath_4.csv 同一 chunk 同标题行的 content 逐处对回：ABC／B／A（$\mathrm{Rt}\triangle ABC$、$\angle B=90^\circ$、$\angle A=\theta$）；上游行与修复结果逐字一致（491 对 491）
MATH,ext-mat-38c02d65c5-002,contentMarkdown,FIXED,10 处 \1 按 .agent_mp_01.csv 同一 chunk 同标题行的 content 逐处对回：均为 x（$\sin x<x<\tan x$、$|\sin x|\le1$、$\frac{\sin x}{x}<1$、$\cos x\ge1-\frac{x^2}{2}$ 等）；上游行与修复结果逐字一致（455 对 455）
MATH,ext-mat-498fe37868-006,contentMarkdown,FIXED,1 处 \1 按 .agent_b_bmath_4.csv 同一 chunk 同标题行的 content 对回：b（$n\cdot2^n\ \Longrightarrow\ b_n=n\cdot2^{n-1}$）；上游行与修复结果逐字一致（409 对 409）
MATH,ext-mat-95e236319c-008b,contentMarkdown,FIXED,5 处 \1 按 .agent_b_bmath_1.csv 同一 chunk 同标题行的 content 逐处对回：ADB／ADC／DE／n／n（$\angle ADB=\angle ADC=60°$、$AE\bot DE$、$\boldsymbol n_1$ 与 $\boldsymbol n_2$）；上游行与修复结果逐字一致（511 对 511）
MATH,ext-mat-efcda6ad77-007,contentMarkdown,FIXED,2 处 \1 按 .agent_mp2_54.csv 同一 chunk 同标题行的 content 逐处对回：y／y（$P(x_0\ y_0)$、$P'(x'\ y')$）；上游行与修复结果逐字一致（432 对 432）；同材料 boundaryMarkdown 写中点式 $a=\dfrac{x_0+x'}{2}$
MATH,math-asin-duichen-xing-gongshi,contentMarkdown,FIXED,1 处 \1 按规则 R1 反推为「空白+x」（$y=A\sin(\omega x+\varphi)$）；R1 即成品字段由原文把「空白+字母词」整体换成 \1 得到——该规则在本片 14 组 CSV 证据对 59 处残迹上逐字成立故其逆唯一；本材料无上游干净副本（唯一入库提交 7de06fa3 即带残迹）故按材料内互证修；旁证：本材料 title 即写 y=Asin(ωx+φ) 且 summaryMarkdown 的对称轴式与 boundaryMarkdown 同式一致
