subject,material_slug,current_node_slug,verdict,node_slug,evidence
BIOLOGY,bio-fj-04-dna-diversity-specificity,dna的双螺旋结构,REBIND,DNA分子的多样性与特异性,材料讲4种脱氧核苷酸数量不限与排列顺序构成多样性、特定比例与顺序构成特异性且与空间结构无关；候选节点即专收该内容（以碱基对的排列顺序与4^n排列数为准）；现挂节点是双螺旋结构要点（反向平行链与碱基互补配对）仅在边界末附带提及该内容
BIOLOGY,ext-bio-013e7e4c37-016b,种群的数量变化,REBIND,密度制约因素与非密度制约因素,材料逐条给出密度制约因素（食物天敌传染病）与非密度制约因素（气温干旱地震火灾）并强调判断依据是作用强度是否随种群密度变化；候选节点边界即此判据；现挂节点讲出生率死亡率等直接因素与λ值、未收该判据
CHEMISTRY,chem-fx-xin-xing-wu-ji-fei-jin-shu-cai-liao-f18x03,金属材料,REBIND,新型无机非金属材料,材料讲高温结构陶瓷（SiC、BN、Si3N4、Al2O3）与碳纳米材料（富勒烯、碳纳米管、石墨烯）；候选节点边界即以碳纳米材料与碳化硅氮化硅的类别判断为内容；现挂节点围绕金属材料展开、与材料内容无交集
CHEMISTRY,chem-hj-yixi-shiyanshi-zhifa,cl2的实验室制法,REBIND,乙烯的实验室制法,材料讲乙醇与浓硫酸170℃制乙烯的原理装置现象与SO2杂质；候选节点边界逐字覆盖温度计插反应液与检验前先除SO2；现挂节点是实验室制氯气的完整流程、与乙烯无关
CHEMISTRY,ext-che-020cba294a-018,氧化还原反应规律及其应用,REBIND,氧化还原反应的守恒规律,材料讲质量守恒电子守恒电荷守恒及其配平与定量计算应用；候选节点边界即三守恒同时满足与电子电荷守恒确定系数比；现挂节点边界明说不涉及配平过程、所收为强生弱先后价态三大规律
CHEMISTRY,ext-che-258405f3c6-008,离子推断的方法与原则,KEEP,,材料讲检验依据与肯定性互斥性电中性进出性四项原则及先排除干扰离子；现挂节点边界（电中性原则只用于电荷加和、每步检查新引入的离子）覆盖该内容；候选节点是同题近重复节点
CHEMISTRY,ext-che-72b20828f8-011b,核外电子运动状态,REBIND,基态、激发态与原子光谱,材料通篇讲基态与激发态及吸收发射光谱、光谱分析、焰色反应；候选节点边界即吸收光谱对应基态到激发态与光谱分析鉴定元素种类；现挂节点收电子云原子轨道能级顺序、只含光谱的初步联系
CHEMISTRY,ext-che-c293e5af8b-025,键的极性与羧酸酸性,KEEP,,材料讲羧基与相邻共价键极性越大酸性越强、烃基推电子使酸性减弱；现挂节点边界（该规律用于比较结构相似的羧酸）覆盖该内容；候选节点键的极性对羧酸酸性的影响是同题近重复节点
PHYSICS,ext-phy-00dee0496f-009c,质量亏损,REBIND,核能的计算方法,材料给出核能计算的三条路径（质能方程配kg与焦耳、1u相当于931.5MeV、比结合能乘核子数）；候选节点即核能的计算方法；现挂节点只收质量亏损与结合能的换算关系
PHYSICS,ext-phy-211199b145-007b,电磁阻尼和电磁驱动,KEEP,,材料讲电磁阻尼与电磁驱动的成因效果能量转化及阻尼摆与磁悬浮列车；现挂节点边界与材料边界逐字一致且覆盖该内容；候选节点电磁阻尼与电磁驱动与现挂同题（仅和与与用字不同）
PHYSICS,ext-phy-5fc61a6abe-004,磁感线,KEEP,,材料讲磁感线的定义与特点（切线方向表示磁场方向、疏密表示强弱、闭合、假想、不相交）；现挂节点边界即收该内容；候选节点磁感线的特点是同题另建节点
PHYSICS,ext-phy-91bac4cabf-017,应用动能定理求解步骤,REBIND,动能定理在多过程问题中的应用,材料讲多过程时分段与全过程应用动能定理及重力阻力做功特点；候选节点边界即全过程列式求中间状态须回到分阶段与阻力用路程；现挂节点是动能定理的一般求解步骤、多过程仅为其一条注意事项
PHYSICS,ext-phy-baf18087a8-013,质量亏损,REBIND,核能的计算方法,材料讲核力与质量亏损及核能计算的两条单位路径（kg配焦耳、u配931.5MeV）；候选节点即核能的计算方法（含质量亏损定义与单位要求）；材料标题亦为核能的计算方法
PHYSICS,ext-phy-f42dc02f15-002,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料讲螺旋测微器的螺距与精确度0.01mm及读数方法（半毫米刻度线与可动刻度估读一位）；候选节点边界即这两处失分点；现挂节点是实验仪器总论（边界从打点计时器列起）
PHYSICS,phys-hj-032-newton-second-law,如果要列出各物理量在某一时刻的关系式-可用牛顿第二定律,REBIND,牛顿第二定律,材料给出牛顿第二定律表达式F=ma与加速度同合外力方向关系及国际单位制要求；候选节点边界即该表达式与定律理解；现挂节点力学规律的选用策略讲动量能量守恒三观点的选用、不涉及定律本身
PHYSICS,phys-hj2-heyundong-fenyundong-guanxi,核心处理思想-运动的合成与分解-约束条件,REBIND,合运动与分运动的关系,材料讲合运动与分运动的等时性独立性等效性及位移速度加速度按平行四边形法则合成；候选节点边界即等时性与分运动独立性；现挂节点收分解依据与绳杆等约束方向的分运动
PHYSICS,phys-hj3-motion-composition-relations,核心处理思想-运动的合成与分解-约束条件,REBIND,合运动与分运动的关系,材料讲合运动是实际运动并给出等时性等效性独立性三条关系；候选节点边界即这三条关系（渡河时间与绳收缩时间）；现挂节点收约束方向分运动与分解依据、与材料内容不符
