subject,slug,field,status,evidence
CHEMISTRY,ext-che-1422ee20c2-018,contentMarkdown,FIXED,2 处 339735 回填为 $$（行间公式定界符）；依据：同一个 6 位数落在同一公式两端（339735\mathrm{FeCl_3 + 3H_2O \xrightarrow{\Delta} Fe(OH)_3(胶体) + 3HCl}339735）正是 $$…$$ 被 shell 展开成 PID 的签名（tools/kb_build/gate.py 的 _has_pid_repeat 注释即此判据）；本字段无更早副本（cffda989^ 父提交同字段逐字相同、同样带 PID）故按本片坏点清单明示的「原文应为 $$」回填；改后 $ 18 个成对、无 \1、反斜杠后无数字；本片无 10000 这类换算系数误报
CHEMISTRY,ext-che-18ec7b8669-005b,contentMarkdown,FIXED,5 处 \1 按引入残迹提交 cffda989 的父提交同字段逐字回填为「 mol」×3（含一处双反斜杠 \\1 对应 $c(CH_3COOH)+c(CH_3COO^-)=0.1000\ mol/L$ 的细空写法）、「 H」×2（$NH_3\cdot H_2O$）；父提交与 HEAD 对齐差异恰好只有这 5 处；源头切块 18ec7b8669-005 原文写「0.100 0 mol/L CH3COOH溶液」与「NH3·H2O溶液」
CHEMISTRY,ext-che-1912eb1025-003,contentMarkdown,FIXED,唯一处 \1 按 cffda989^ 同字段逐字回填为「 kJ」（$ΔH(298K)=+37.30\ kJ/mol$）；父提交与 HEAD 只此一处不同；源头切块 1912eb1025-003 原文写「ΔH(298 K)＝＋37.30 kJ/mol」
CHEMISTRY,ext-che-4dd2e79693-087c,contentMarkdown,FIXED,6 处 \1 按 cffda989^ 同字段逐字回填为「 c」（$c(H^+)\cdot c(OH^-)$）、「 L」（$\mathrm{mol\cdot L^{-1}}$）、「 mol」（0.100 mol·L⁻¹）、「 HA」×2（的 HA 完全电离相符／说明 HA 为强酸）、「 pH」（即 pH=7）；父提交与 HEAD 对齐差异恰好只有这 6 处
CHEMISTRY,ext-che-4dd2e79693-090b,contentMarkdown,FIXED,11 处 \1 按 cffda989^ 同字段逐字回填：NaOH／NaCl／L／L／CH／H／mL NaOH／NaCl／H／H（其中相邻两处 \1\1 合并为「 mL NaOH」即 30 mL NaOH）；父提交与 HEAD 对齐差异恰好覆盖这 11 处
CHEMISTRY,ext-che-4dd2e79693-092b,contentMarkdown,FIXED,7 处 \1 按 cffda989^ 同字段逐字回填为「 c」（$c(Ag^+)\cdot c(Cl^-)$）、「 L」、「 mol」（0.1 mol·L⁻¹）、「 NaCl」、「 AgCl」、「 L」、「 L」；父提交与 HEAD 对齐差异恰好只有这 7 处；回填后同离子效应叙述（在 0.1 mol·L⁻¹ NaCl 溶液中加入过量 AgCl）自洽
CHEMISTRY,ext-che-4dd2e79693-094c,contentMarkdown,FIXED,3 处 \1 按 cffda989^ 同字段逐字回填为「 c」（$c(OH^-)\cdot c(HS^-)$）、「 mol」（0.01 mol·L⁻¹）、「 L」（$\mathrm{mol\cdot L^{-1}}$）；父提交与 HEAD 对齐差异恰好只有这 3 处
MATH,ext-mat-409829489f-001b,contentMarkdown,WIDER_FIX,唯一处 \， 依仓库自带修复工具规则删去反斜杠（tools/kb_build/fix_invalid_escapes.py「三类分别怎么修」第 3 条：反斜杠＋全角标点 → 去掉反斜杠）得 $|a|\cos\theta， e$；本字段无干净副本（cffda989^ 无此材料；入库前判定产物 .agent_mp_16.csv 同块（409829489f-001）同标题行同字段逐字相同、同样带 \， ）故取不到逐字回填；同族另两处 \， （$a_n=a_mq^{\，n-m}$ 与 $\frac{q\，a_n}{a_1}$）在 .agent_mp2_40.csv 里也同形 说明该残迹早于判定产物；源头切块 409829489f-001 原文写「记为|a|cos θ e」（θ 与 e 之间是空格）故不能排除原文写作 LaTeX 细空（反斜杠＋半角逗号）的可能；按「只修坏点」只删反斜杠、未动全角逗号本身；改后 $ 30 个成对、无非法转义
MATH,ext-mat-555709725e-003b,boundaryMarkdown,FIXED,唯一处 \' 删去反斜杠得 $f'(x)=0$；依据：仓库修复工具规则 4（\' 一律换成 '）＋同源文档 material ext-mat-555709725e-001 的同型残迹已由 slice_01 按同一规则删去反斜杠；同材料 contentMarkdown 五处都写 $f'(x)=0$（无转义）；全库普查 f'(x) 1149 处而 f\'(x) 仅 4 处（gate.py 注释记载 \' 属无参数孤立重音命令）；本字段无更早副本（cffda989^ 无此材料）
MATH,ext-mat-efcda6ad77-019,contentMarkdown,FIXED,2 处 \1 按入库前判定产物 .agent_mp2_54.csv 同块（efcda6ad77-019）同标题行逐字回填为「 y」（$P(x_0\ y_0)$ 与 $P'(x'\ y')$）；该判定行与本字段差异恰好只有这 2 处；判分表同列写法与本材料 boundaryMarkdown 的中点公式 $a=\dfrac{x_0+x'}{2}$ 一致；同文档已交付材料 ext-mat-efcda6ad77-021 同判（slice_01）
MATH,ext-mat-f53b1f065b-025,contentMarkdown,FIXED,4 处 \1 按 .agent_mp2_54.csv 同块（f53b1f065b-025）同标题行逐字回填为「 b」（闭区间 $[a\ b]$、开区间 $(a\ b)$ ×3）；该判定行与本字段差异恰好只有这 4 处；源头切块 f53b1f065b-025 原文写「①图象在上是一条连续不断的曲线；②在内可导」；同文档已交付材料 ext-mat-f53b1f065b-022 同判（slice_27）
MATH,math-kb-box-circumsphere-radius,contentMarkdown,FIXED,2 处 \1 按 cffda989^ 同字段逐字回填为「 b」「 c」（棱长为 $a$、$b$、$c$ 的长方体）；父提交与 HEAD 对齐差异恰好只有这 2 处；与同字段公式 $\sqrt{a^2+b^2+c^2}$ 的记号一致
MATH,math-kb-normal-vector-finding,contentMarkdown,FIXED,9 处 \1 按 cffda989^ 同字段逐字回填为「 n」（$\vec n$ 的三个分量 $x$、$y$、$z$）、「 y」「 z」、「 a」「 b」（$\vec a$、$\vec b$）以及方程组 $\vec n\cdot\vec a=0$、$\vec n\cdot\vec b=0$ 里的 n／a／n／b；父提交与 HEAD 对齐差异恰好只有这 9 处
