subject,slug,field,status,evidence
CHEMISTRY,ext-che-0f5d5e7383-008,contentMarkdown,FIXED,7 处 \1 与 cffda989^ 的 moe-2025-teaching-support-v2-07.json 同 slug 同字段逐字对齐；回填为 A／b／c／b／c／nm／A；字符级 diff 显示除这 7 处外两版完全一致；与源头切块「若A的坐标为(a1；b1；c1)；B的坐标为（a2；b2；c2）；晶胞边长为x nm」一致；修后 $ 共 14 个为偶数
CHEMISTRY,ext-che-1422ee20c2-027,contentMarkdown,FIXED,4 处 355504 还原为 $$；两处行间公式 \mathrm{C_6H_5OH + Na_2CO_3 \rightarrow C_6H_5ONa + NaHCO_3} 与 \mathrm{H_2CO_3 > C_6H_5OH > HCO_3^-} 内部都不含数字；同一 6 位数在每段公式两端各出现一次符合 $$ 被 shell 展开成 PID 的特征；上游无干净副本（.agent_b_bchem_4.csv 与 tables/material_judgments.csv 同错）；修后 $ 共 38 个为偶数
CHEMISTRY,ext-che-224a47c1a9-013,contentMarkdown,FIXED,13 处 \1 与 cffda989^ 的 v2-07.json 同 slug 同字段逐字对齐；回填为 K／H／kJ／mol／S／J／mol／K／H／S／K／H／S；与源头切块「已知298 K时：ΔH＝－92.4 kJmol－1，ΔS＝－198.2 Jmol－1K－1」及 boundary 里的 $\Delta H<0$、$\Delta S<0$ 一致；修后 $ 共 12 个为偶数
CHEMISTRY,ext-che-4dd2e79693-024b,contentMarkdown,FIXED,13 处 \1 与 cffda989^ 的 v2-01.json 同 slug 同字段逐字对齐；回填为 Zn／Q／Q／Q／pH／pH／pH／pH／pH／pH／pH／mol／L；与源头切块「调pH」与摘要「调 pH」用词一致；修后 $ 共 66 个为偶数
CHEMISTRY,ext-che-69f3a61f89-002,contentMarkdown,FIXED,7 处 \1 与 cffda989^ 的 v2-07.json 同 slug 同字段逐字对齐；回填为 Zn／g／mL／mol／mL／mol／mL；与源头切块「变量控制探究影响化学反应速率因素」一致；修后 $ 共 6 个为偶数
CHEMISTRY,ext-che-91f4672bad-014,contentMarkdown,FIXED,9 处 \1 与 cffda989^ 的 v2-07.json 同 slug 同字段逐字对齐；回填为 mL／mol／NaOH／NaOH／NaOH／g／NaOH／mL／cm；与源头切块「以配制500 mL 1.50 mol·L－1NaOH溶液为例」及标题 summary「配制 500 mL 1.50 mol/L NaOH 溶液」一致；修后 $ 共 2 个为偶数
CHEMISTRY,ext-che-afd9748dd0-005,contentMarkdown,FIXED,1 处 \1 与 cffda989^ 的 v2-07.json 同 slug 同字段逐字对齐；回填为 L 即 \mathrm{mol\cdot L^{-1}}；与材料 boundary「mol·L⁻¹」及源头切块 mol·L－1 一致；修后 $ 共 20 个为偶数
MATH,ext-mat-395579b2b1-003,contentMarkdown,FIXED,2 处 \1 与 cffda989^ 的 v2-04.json 同 slug 同字段逐字对齐；\frac\1 回填为 \frac ba；\\\1_1x_2 回填为 \\ x_1x_2；与同材料 boundary 的「由韦达定理判断符号时要注意分母 $a$ 的符号」一致；修后 $ 共 20 个为偶数
MATH,ext-mat-95e236319c-010c,contentMarkdown,FIXED,3 处 \1 与 cffda989^ 的 v2-04.json 同 slug 同字段逐字对齐；回填为 m 即 $\boldsymbol m$；与同材料 boundary「公式中的 $\boldsymbol m$ 必须是单位向量」一致；修后 $ 共 16 个为偶数
MATH,ext-mat-9c65092122-007,contentMarkdown,FIXED,4 处 \1 取自 .agent_mp_01.csv 同 chunk_id 9c65092122-007 同 node_slug「复数的几何意义」行的 content：回填为 b／R／b／b 即 $(a\ b\in\mathbf R)$ 与 $Z(a\ b)$；该行与现状只在这 4 处不同（长度 465 对 465）；与源头切块「复数复平面内的点」一致；修后 $ 共 40 个为偶数
MATH,ext-mat-efcda6ad77-004,contentMarkdown,FIXED,1 处 \1 取自 .agent_mp2_54.csv 同 chunk_id efcda6ad77-004 同 node_slug「点到直线的距离」行的 content：回填为 y 即 $P(x_0\ y_0)$；该行与现状只在这 1 处不同；与源头切块「已知点和直线（不同时为0）」一致；修后 $ 共 18 个为偶数
MATH,math-kb-derivative-geometric-meaning,contentMarkdown,FIXED,1 处 \1 与 cffda989^ 的 v2-01.json 同 slug 同字段逐字对齐；回填为 f 即点 P 的纵坐标 $f(x_0)$；与同材料 summary「在点 (x₀；f(x₀)) 处切线的斜率」一致；修后 $ 共 8 个为偶数
MATH,math-period-two-symmetric-axes,title,FIXED,1 处 \1 与 cffda989^ 的 v2-01.json 同 slug 同字段逐字对齐；回填为 b 即 $(a\neq b)$；与同材料 contentMarkdown「$x=a$ 和 $x=b$（$a\neq b$）对称」一致；修后 $ 共 6 个为偶数
MATH,math-xianglin-liangxiang-ji-gouzao-gexiang-dengbi,contentMarkdown,FIXED,3 处 \1 与 cffda989^ 的 v2-01.json 同 slug 同字段逐字对齐；回填为 a／a／q 即 $a_n\cdot a_{n+1}$、$a_{n+1}\cdot a_{n+2}$、$a\times q^n$；与同材料 summary「由 $a_na_{n+1}=f(n)$ 得」一致；修后 $ 共 18 个为偶数
