subject,slug,field,status,evidence
CHEMISTRY,ext-che-1422ee20c2-016,contentMarkdown,WIDER_FIX,补回被 shell 展开吃掉的正文「$3」：残迹「\%\sim5\%$」正是 $3 展开为空串后留下的形状；「3%~5% 的 NaHCO_3 溶液」是浓硫酸沾皮肤的标准处置 仓库内两处独立源头切块佐证——7a3466a7eb-009「不慎将强酸沾到皮肤上…然后用弱碱性物质如3%~5%的NaHCO3溶液进行中和」与 7bf1b66eed-022「浓硫酸不慎沾到皮肤上…最后涂上3%~5%的碳酸氢钠溶液」；本材料无干净前身（cffda989^ 与 .agent_b_bchem_4.csv 第 59 行同坏）不能逐字回填；$ 由 15 增至 16 成 8 对；只插入这 2 个字符 其余一字未改
CHEMISTRY,ext-che-1422ee20c2-055b,contentMarkdown,FIXED,1 处 \1 与 cffda989^ 同字段逐字回填为「 C」（即 \longrightarrow C_6H_2Br_3OH 三溴苯酚）；.agent_b_bchem_4x.csv 第 26 行同标题行给出完全相同的复原（该行 title/summary/applicability/boundary 与本材料逐字全等 证明是直接前身）；除这 2 字符外逐字一致（625 对 625）
CHEMISTRY,ext-che-224a47c1a9-005,contentMarkdown,FIXED,1 处残迹在现文写作「石墨\\1」（残留的反斜杠说明原文用 LaTeX 细空）与 cffda989^ 同字段逐字回填为「\ s」（即 $C(石墨\ s)+H_2O(g)=CO(g)+H_2(g)$）；.agent_t2_10.csv 第 67 行同标题行复原完全相同；除这 2 字符外逐字一致（515 对 515）
MATH,ext-mat-618a9e5fe2-004,contentMarkdown,FIXED,9 处 \1 按 .agent_mp_22.csv 第 62 行同一材料 content 逐处对回：y／y／y／y／y／y／a／x／y（即 $(x\ y)$、$a=(x\ y)$、$a=(x_1\ y_1)$、$b=(x_2\ y_2)$、$a+b=(x_1+x_2\ y_1+y_2)$、$a-b=(x_1-x_2\ y_1-y_2)$、$\lambda a=(\lambda x_1\ \lambda y_1)$）；该行 title/summary/applicability/boundary 与本材料逐字全等；差异仅这 9 处 长度同为 406
MATH,ext-mat-62ae019851-006c,contentMarkdown,FIXED,3 处 \1 与 cffda989^ 同字段逐字回填为 a／a／b（$2\sqrt{ab}\le a+b$ 与 $(\sqrt a-\sqrt b)^2\ge0$）；.agent_b_bmath_5.csv 第 74 行同标题行复原完全相同；差异仅这 3 处 长度同为 631
MATH,ext-mat-91e0c2ace8-134,contentMarkdown,FIXED,16 处 \1 与 cffda989^ 同字段逐字回填：B／P／P／P／n／k／n／P／m／f／f／m／n／k／k／m（即 $X\sim B(n，p)$、$\begin{cases}P(X=k)\ge P(X=k+1)\ P(X=k)\ge P(X=k-1)\end{cases}$、$1\le k\le n$、算例的 f(m) 与 n=20／k=13／k=14／$13\le m\le 14$）；.agent_jjdx_math_b.csv 第 136 行同标题行复原完全相同；差异仅这 16 处 长度同为 737
MATH,ext-mat-9c65092122-003,contentMarkdown,FIXED,5 处 \1 按 .agent_mp_01.csv 第 33 行同一材料 content 逐处对回：z_2／c／d／b／R（$z_1\pm z_2=(a\pm c)+(b\pm d)i$ 与 $a+bi\ (a\ b\in\mathbf R)$ 对应源头切块 z1＝a＋bi、z2＝c＋di(a，b，c，d∈R)）；该行另三字段与本材料逐字全等；差异仅这 5 处
MATH,ext-mat-cf4749602e-016b,contentMarkdown,FIXED,2 处 \1 按 .agent_mp2_34.csv 第 32 行同一材料 content 对回为 F／l（即 $e\ (0<e<1，\ F\notin l)$）；源头切块 cf4749602e-016 写「常数e(0<e<1；F∉l)」（引文内原 ASCII 逗号按 CSV 规则以「；」代替）；该行另三字段与本材料逐字全等；差异仅这 2 处 长度同为 421
MATH,ext-mat-e4c87437a2-008,contentMarkdown,FIXED,11 处 \1 与 cffda989^ 同字段逐字回填：AC／A／ABC／AC／AB／AC／A／AC／AC／AC／AC（即 $\overrightarrow{AB}\cdot\overrightarrow{AC}=AB\cdot AC\cos A$、$\triangle ABC$、$S=\frac12 AB\cdot AC\sin A$、$16=AB^2+AC^2-AB\cdot AC$、$2AB\cdot AC=20$ 等）；.agent_b_bmath_5.csv 第 10 行同标题行复原完全相同（678 对现文 668）；差异仅这 11 处
MATH,ext-mat-efcda6ad77-003,contentMarkdown,FIXED,2 处 \1 按 .agent_mp2_54.csv 第 21 行同一材料 content 对回为 y／y（$P_1(x_1\ y_1)$、$P_2(x_2\ y_2)$）；该行另三字段与本材料逐字全等（源头切块为残块公式缺失 不能逐字核对坐标写法 但前身行本身干净）；差异仅这 2 处 长度同为 294
MATH,math-existence-single-function-extremum,contentMarkdown,FIXED,4 处 \1 与 cffda989^ 同字段逐字回填为 x／I／x／I（$\exists x_0\in I$ 使 $f(x_0)>0$ 与 $f(x_0)<0$）；该材料定位为《狂K重难点》P388 无 CSV 行 但 cffda989^ 是同一字段的直接前身 差异仅这 4 处 长度同为 149
MATH,math-kb-common-tangent-two-curves,contentMarkdown,FIXED,2 处 \1 与 cffda989^ 同字段逐字回填为 f／g（$\left(x_1；\ f(x_1)\right)$ 与 $\left(x_2；\ g(x_2)\right)$ 同句 $f′(x_1)=g′(x_2)$ 两函数名互证）；差异仅这 2 处 长度同为 114
PHYSICS,ext-phy-10a1e1a723-005,contentMarkdown,FIXED,1 处 \1 按 .agent_mp_29.csv 第 65 行同一材料 content 对回为 m（即 $G=6.67\times10^{-11}\ \mathrm{N\cdot m^{2}/kg^{2}}$）；源头切块 10a1e1a723-005 公式被扫描丢失 但该行另三字段与本材料逐字全等；差异仅这 1 处 长度同为 342
PHYSICS,ext-phy-206fb04353-023d,applicabilityMarkdown,FIXED,删除尾随孤立的「\」（位置 26）：该批 .agent_b_phyerlun_1.csv 共 222 行中 适用性字段无一带 \n 结尾 content 无一带 \n 开头 而本行与孪生的 5 行（41／42／43／44／48／52）恰好 applicability 尾多一个「\」且 content 首多一个「n」——字段间字面 \n 分隔符被劈开（\ 留在前字段尾 n 落到后字段首）故前字段不应含它；cffda989^ 与该 CSV 同行都已如此 无干净前身；只删这 1 个字符 本行 content 首的 n 不在本片坏点清单内 未动
PHYSICS,ext-phy-9579268f6f-002,contentMarkdown,FIXED,7 处 \1 按 .agent_mp2_36.csv 第 0 行同一材料 content 对回：m／kg／mol／d／V／N／nN（即 $10^{-10}$ m、$10^{-26}$ kg、1 mol、$V_0 = d^3$、$\frac{\rho V_{mol}}{N_A}$、$\frac{M_{mol}}{\rho N_A}$、$N = nN_A$）；源头切块 9579268f6f-002 写「分子直径：数量级是 m」「分子质量：数量级是10－26 kg」「1 mol任何物质所含有的粒子数」；该行另三字段与本材料逐字全等
PHYSICS,ext-phy-a3aa3661ce-006,contentMarkdown,FIXED,6 处 \1 按 .agent_mp_01.csv 第 56 行同一材料 content 对回为 v／v／t／t／v／v（$\bar v=\frac{v_0+v}{2}=v_{\frac{t}{2}}$ 与 $x=\bar v\ t=\frac{v_0+v}{2}\  t$ 以及两处定义式 $\bar v=\frac{x}{t}$）；源头切块 a3aa3661ce-006 写「平均速度关系式」「中间时刻公式」；该行另三字段与本材料逐字全等；差异仅这 6 处
PHYSICS,ext-phy-b7fee3d991-009b,contentMarkdown,FIXED,3 处 \1 按 .agent_mp2_31.csv 第 32 行同一材料 content 对回：h／km／km（约为 24 h、运行速率约 3.1 km/s、第一宇宙速度 7.9 km/s）；源头切块 b7fee3d991-009 写「周期与地球自转周期相等，T＝」「运行速率约为v＝3.1 km/s」「运行速度等于第一宇宙速度v＝7.9 km/s」；该行另三字段与本材料逐字全等
