subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-breeding-selection-by-keyword,育种,high,材料按设问关键词在杂交、单倍体、诱变、基因工程、体细胞杂交、多倍体之间选育种方案；主题就是育种方式选择
BIOLOGY,bio-fj-01-prokaryote-bluealgae,原核细胞,high,材料讲蓝细菌是原核生物（无叶绿体无线粒体）却能光合自养；服务原核细胞这一考点
BIOLOGY,bio-fj-05-enucleated-amoeba,细胞核的结构和功能,high,变形虫去核与植核实验是证明细胞核控制代谢和遗传的经典实验
BIOLOGY,bio-fj-10-pigment-extraction-principle,捕获光能的色素和结构,medium,材料讲绿叶色素的提取原理与操作（无水乙醇提取、SiO2助研磨、CaCO3护色素）；属捕获光能的色素这一节
BIOLOGY,bio-fj-32-density-dependent-factors,密度制约因素与非密度制约因素,high,材料对比密度制约因素（捕食寄生竞争）与非密度制约因素（气温干旱火灾地震）；与节点同名
BIOLOGY,bio-fx-exp-evaluation,对照实验的分析方法,low,材料给出实验方案评价四角度（对照、变量、重复、检测）；节点表无专门的实验方案评价节点；只能取最接近的对照实验分析
BIOLOGY,bio-fx-primary-succession-stages,群落的演替,high,材料梳理裸岩初生演替的地衣到苔藓到草本到灌木到森林阶段顺序
BIOLOGY,bio-kb-cell-size-limitation-reasons,细胞不能无限长大的原因,high,材料解释相对表面积减小与细胞核控制范围限制；与节点同名
BIOLOGY,bio-kb2-03-non-reducing-sugars,细胞中的糖类,medium,材料区分还原糖与非还原糖并说明淀粉蔗糖不能用斐林试剂检测；属糖类的性质与分类
BIOLOGY,bio-kb2-30-inward-outward-current,兴奋在神经纤维上的传导,medium,材料说明内向电流致去极化、外向电流致复极化或超极化；即动作电位产生的膜电位机制
BIOLOGY,bio-lethal-aa-and-bb-4-2-2-1,个体或配子致死问题的处理-规律方法,medium,材料讲AA与BB显性纯合致死导致F2为4:2:2:1、测交1:1:1:1；属个体纯合致死的处理
BIOLOGY,bio-replication-bidirectional,DNA复制的拓展,medium,材料讲从复制起点双向复制且每个方向符合复制叉模型；属DNA复制的拓展内容
CHEMISTRY,chem-directing-effect-toluene,苯环上取代基的定位规律,high,材料用-CH3邻对位定位与-COOH间位定位安排先硝化后氧化的合成顺序
CHEMISTRY,chem-fx-dang-di-ru-zui-hou-ban-di-biao-zhun-ro-f51x10,酸碱中和滴定,medium,材料是滴定终点的规范表述（最后半滴后溶液变色且半分钟内不恢复）；属酸碱中和滴定
CHEMISTRY,chem-fx-fan-ying-f45x05,化学平衡移动方向和转化率的判断,medium,材料讲投料比等于计量数比时转化率相等以及增加A的量时A减B增；正是平衡移动方向与转化率判断
CHEMISTRY,chem-fx-jia-re-fa-f67x09,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,medium,材料讲加热法分离热稳定性差的杂质（如Na2CO3固体中的NaHCO3）；属物质分离提纯的常用方法
CHEMISTRY,chem-fx-qi-mi-xing-jian-cha-de-ji-ben-si-lu-f66x07,装置气密性检查,high,材料讲气密性检查思路即使装置内外压强不等再观察气泡或液面变化；与节点同名
CHEMISTRY,chem-fx-tan-lu-jian-f64x02,卤代烃的水解反应和消去反应,high,材料讲碳卤键的水解（NaOH水溶液加热得醇）与消去（NaOH醇溶液共热得不饱和烃）
CHEMISTRY,chem-fx-yan-se-de-gai-bian-f78x08,配合物,medium,材料讲简单离子形成配合物时颜色改变（Fe(SCN)3血红色）并用于检验铁离子；属配合物的性质
CHEMISTRY,chem-fx-zheng-fa-fan-ying-shi-de-qi-ti-fen-wei-f71x06,盐类水解的规律及拓展应用,medium,材料讲蒸发与反应时的气体氛围抑制水解（AlCl3溶液需在HCl气流中蒸发）；属盐类水解的拓展应用
CHEMISTRY,chem-hj2-chuzhi-yuanze-shili,在实验操作②中为什么依次加入的试剂都要略微过量-实验操作④中加入盐酸的目的是什么,medium,材料用除杂四原则（不增、不减、易分离、易复原）分析试剂选择与顺序；对应除杂原则与试剂作用分析
MATH,math-fangshuo-cos-ge-1-jian-erfenzhix2,三角函数放缩不等式,high,材料给出余弦的二次下界放缩不等式（等号仅在x=0取到）；与节点同名
MATH,math-hj-biaozhuncha-fangcha-gongshi,方差与标准差,high,材料给出方差公式与标准差为其算术平方根以及越大越分散；与节点同名
MATH,math-hj-s91-sampling-concepts,简单随机抽样,low,材料辨析总体、个体、样本与样本量概念；节点表无统计基本概念节点；这些概念就在随机抽样一章引入
MATH,math-kb-volume-equivalent-method,点到平面的距离,medium,材料讲三棱锥换底列等式求高即点到平面的距离；服务求点面距这一目的
MATH,math-mo-tonggou-lingdian-xing,同构法,high,材料讲零点方程经指对互化配凑成f(A)=f(B)再用母函数单调性处理；核心方法是同构法
MATH,math-uniform-grouping-formula,均匀分组与分配问题,high,材料给出mk个不同元素平均分成k组需除以A_k^k以消序的公式；属均匀分组与分配
PHYSICS,phys-hj-018-fixed-rod-model,活杆与定杆模型,high,材料讲定杆被固定不能转动时杆端弹力方向任意；对应活杆与定杆模型
PHYSICS,phys-hj3-equal-division-method-potential,等分法,medium,材料讲把两点间距离n等分求电势并定位等势点；即等分法本身
PHYSICS,phys-mo-l24-momentum-impulse-b,动量,high,材料讲动量定义p=mv、方向与速度同向及动量与动能的关系；与节点同名
