subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-chlorophyll-increase-worsens-photoinhibition,影响光合作用强度的环境因素,medium,材料讲提高叶绿素含量会增强光能吸收而加剧光抑制并给出减少吸收与增强耗散与清除自由基等减缓途径；与已绑同节点的『减轻光抑制的途径』属同一考点
BIOLOGY,bio-fj-02-free-water-four-functions,细胞中的水,high,材料逐条列自由水的四大功能（溶剂与参与生化反应与提供液体环境与运送营养和废物）；正是细胞中的水的功能这一考点
BIOLOGY,bio-fj-07-osmosis-concentration-meaning,渗透作用,high,材料判定渗透装置中的浓度必须看成物质的量浓度并据此判断水分子净移动方向；与同节点已绑的『渗透平衡时两侧溶液浓度并不相等』同一考法
BIOLOGY,bio-fj-11-summer-co2-curve,一昼夜CO2浓度变化曲线,high,材料逐点解读夏季一天CO2浓度曲线的光补偿点与午休与有机物积累最多点；该节点别名正是『自然环境中夏季CO2浓度变化曲线』
BIOLOGY,bio-fj-33-competition-examples,群落的结构,high,材料讲种间竞争的实例与本质；同节点已绑『群落的物种组成与种间关系』属同一考点
BIOLOGY,bio-fx-homo-hetero-identify,纯合子与杂合子的判断,high,材料给动物测交与植物自交等纯合子杂合子鉴定方案；与该节点别名『纯合子与杂合子的三种鉴定方法』一致
BIOLOGY,bio-fx-semipermeable-strictness,渗透作用,high,材料讲半透膜是否允许溶质通过决定能否形成稳定液面差；即该节点别名『渗透作用发生的两个条件：半透膜＋膜两侧浓度差』中的半透膜条件
BIOLOGY,bio-kb-essential-element-solution-culture,细胞中的无机盐,high,材料用完全培养液与缺元素X培养液对照并补X观察恢复来判定元素作用；同节点已绑『无机盐功能验证的实验设计』即同一考法
BIOLOGY,bio-kb2-08-inhibitors,酶的两种抑制机理,high,材料讲竞争性抑制剂与底物争活性部位可被增底物消除而非竞争性抑制剂改变构象不可消除；与该节点别名『竞争性与非竞争性抑制』一致
BIOLOGY,bio-kb2-33-soil-animal-survey,研究土壤中小动物类群的丰富度,high,材料讲取样器取样法采集并用记名计算法或目测估计法统计土壤小动物丰富度；与该节点同名同义
BIOLOGY,bio-mo-enzyme-007,atp的合成和利用,high,材料讲动物人与真菌和大多数细菌靠呼吸作用产生ATP而绿色植物还有光合作用并列出产生ATP的场所；与同节点已绑『ATP的来源与利用方式』一致
BIOLOGY,bio-respiratory-abnormal-fat-substrate,细胞呼吸概念-实质和意义,high,材料讲脂肪含氢高可作呼吸底物且耗O2多于葡萄糖而产CO2少即呼吸商小于1；同节点已绑『细胞呼吸的底物不只有葡萄糖』即同一结论
CHEMISTRY,chem-fx-an-shui-tuo-liu-fa-f23x07,二氧化硫的尾气处理,high,材料给出雾化氨水吸收烟气中SO2再氧化为硫酸铵的两个方程式；即该节点别名所言的氨水脱硫法
