subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-channels-vs-carriers,通道蛋白与载体蛋白的辨析,high,材料讲通道蛋白不与被运物结合而载体蛋白需结合后构象改变再释放；就是该点的辨析内容
BIOLOGY,bio-fj-02-felin-vs-bisuowei,常见实验试剂与颜色变化,medium,材料对比斐林试剂与双缩脲试剂的成分浓度、添加顺序与水浴或不加热的显色条件；属常见实验试剂与颜色变化
BIOLOGY,bio-fj-07-carrier-number-effect,影响物质跨膜运输速率的因素,high,材料讲载体数量越多协助扩散与主动运输速率越大、载体饱和后速率达上限；即影响跨膜运输速率的因素
BIOLOGY,bio-fj-11-nadh-nadph-difference,H和ATP的来源与去向,high,材料区分NADH来自呼吸一二阶段去路为还原O2、NADPH来自光反应去路为还原C3；即还原氢的来源与去向
BIOLOGY,bio-fj-32-s-shaped-curve,种群数量的变化,high,材料讲资源有限时S形增长的成因、K值定义与增长速率在K/2最大；属种群数量的变化
BIOLOGY,bio-fx-greenhouse-effect,物质循环,medium,材料讲温室效应由化石燃料燃烧与植被破坏引起并给出减排增汇措施；属碳循环失衡的物质循环应用
BIOLOGY,bio-fx-s-curve-growth,种群数量的变化,high,材料讲S型增长的条件、环境容纳量K与增长速率先增后减；属种群数量的变化
BIOLOGY,bio-kb-enzyme-hormone-antibody-nature-judgment,酶的本质,high,材料主线是酶绝大多数为蛋白质少数为RNA并借激素抗体作对比；服务酶的本质
BIOLOGY,bio-kb2-07-protoplast-layer,质壁分离,medium,材料讲原生质层由细胞膜液泡膜及两层膜间细胞质组成并相当于半透膜；是质壁分离的结构基础
BIOLOGY,bio-kb2-33-primary-secondary-succession,群落的演替,high,材料比较初生演替与次生演替的发生地点、时间长短与实例；即群落的演替
BIOLOGY,bio-mo-cell-223,使用高倍显微镜观察细胞,medium,材料讲目镜长度与放大倍数反比、物镜正比及装片哪偏哪移；属显微镜观察操作
BIOLOGY,bio-respiration-rate-by-curve-tangent,测定光合速率与呼吸速率的常用方法,medium,材料用曲线切线斜率或相邻两点纵坐标差除以时间求净光合速率；属速率测定的读图方法
CHEMISTRY,chem-fx-an-qi-zhong-qing-han-liang-gao-f43x10,反应热的五种计算方法,medium,材料给出氨分解制氢的化学键键能数据用于求反应热并书写热化学方程式；属反应热的计算方法
CHEMISTRY,chem-fx-deng-li-zi-ti-f34x01,物质的聚集状态,medium,材料讲等离子体由电子阳离子和电中性粒子组成且整体电中性、有导电性和流动性；属物质的聚集状态
CHEMISTRY,chem-fx-fang-fen-jie-f65x06,化学试剂的保存方法,high,材料讲防分解即保存在棕色瓶中并置于阴暗处（浓硝酸高锰酸钾硝酸银氯水）；即化学试剂的保存方法
CHEMISTRY,chem-fx-jiang-dai-ru-zhong-f52x06,溶液中粒子等量关系-三大守恒,high,材料把电荷守恒与物料守恒代入整理得质子守恒；属溶液中粒子等量关系的三大守恒
CHEMISTRY,chem-fx-qing-xi-bo-si-f13x11,焰色试验,high,材料讲焰色试验用盐酸洗铂丝并灼烧至与原来火焰颜色相同、钾需透过蓝色钴玻璃；即焰色试验操作
CHEMISTRY,chem-fx-tiao-jie-fa-f67x13,调节pH分离提纯金属离子,high,材料讲加CuO调pH使Fe3+生成Fe(OH)3沉淀后过滤以除去CuCl2中的氯化铁；即调节pH法分离提纯
CHEMISTRY,chem-fx-yi-ban-pan-duan-f80x03,大π键,high,材料讲中心原子杂化方式不是sp3时其与配位原子可能形成大π键；即大π键的一般判断
CHEMISTRY,chem-fx-zhu-yao-xing-zhi-f13x02,碳酸钠,medium,材料讲碳酸钠稳定而结晶碳酸钠易风化并涉及受热的热稳定性；属碳酸钠的性质
CHEMISTRY,chem-hj2-yeguti-dengli-ziti-gainian,物质的聚集状态,high,材料讲液晶、等离子体与离子液体三种聚集状态新形态；即物质的聚集状态
MATH,math-fangshuo-sin-le-x,三角函数放缩不等式,high,材料讲x不小于0时sinx不大于x而x不大于0时sinx不小于x；即三角函数放缩不等式
MATH,math-hj-gaillv-jiafa-tuiguang,概率的基本性质,high,材料讲互斥事件概率加法公式、一般情形减去交事件概率与对立事件概率和为1；属概率的基本性质
MATH,math-hj-sheying-dingli,三角形的射影定理,high,材料讲a=bcosC+ccosB及轮换式并常与余弦定理联用；即三角形的射影定理
MATH,math-mo-danfenmu-shuangfenmu-coupei,1的代换,high,材料讲把线性条件凑配成两式之和后利用1的代换求分式最值；即1的代换
MATH,math-mo-wudian-zuotu-guanjiandian,描点法作图,medium,材料讲正余弦函数在一个周期内的五个关键点用于画图；属描点法作图
PHYSICS,phys-bullet-embeds-block,子弹打木块模型,high,材料讲子弹留在物块中最终共速的动量守恒、动能定理与Q=fd；即子弹打木块模型
PHYSICS,phys-hj-086-momentum-concept,动量,high,材料讲动量p=mv的定义、单位与矢量性；即动量
PHYSICS,phys-hj3-hanging-rope-model,悬绳模型,medium,材料讲悬绳类系统中环与滑块在最高点水平共速、最低点过程为弹性碰撞；属悬绳模型
PHYSICS,phys-photoelectron-is-electron,光电效应,high,材料辨析光电效应中飞出的光电子是电子而不是光子；属光电效应的概念
