subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-axis-confirmation-open-vs-closed,测定光合速率与呼吸速率的常用方法,medium,材料区分开放环境测CO2吸收速率与密闭容器测CO2浓度变化的两种测定情境并要求先确认纵轴含义；服务光合与呼吸速率的测定方法
BIOLOGY,bio-fj-01-epidemic-prevention-measures,病毒,medium,材料讲病毒性传染病的预防三方面（控制传染源、切断传播途径、保护易感人群）；属病毒与人类健康的预防应用
BIOLOGY,bio-fj-04-salting-denaturation-hydrolysis,蛋白质的盐析变性与水解的辨析,high,材料辨析盐析（可逆不改空间结构）、变性（不可逆但肽键不断）与水解（断肽键成氨基酸）；与节点同名
BIOLOGY,bio-fj-10-pigment-bands-order,捕获光能的色素和结构,medium,材料讲滤纸条上四种色素带的顺序、含量与扩散速度；属捕获光能的色素一节中色素提取与分离的结果
BIOLOGY,bio-fj-32-birth-death-rate,种群的数量特征,high,材料讲出生率、死亡率与迁入迁出率是决定种群大小和种群密度的因素；属种群数量特征一节
BIOLOGY,bio-fx-exp-design-procedure,探究动植物生命活动调节实验的思路与方法,medium,材料给出实验设计六步程序（明确目的到得出结论）；出自同名讲义并服务该类实验设计题的构思与作答
BIOLOGY,bio-fx-photoinhibition-defense,光系统与电子传递链,medium,材料讲强光下PSⅡ受破坏、电子传递受阻的光抑制机理及减少光吸收、热耗散、光呼吸等防御
BIOLOGY,bio-kb-adaptation-formation-necessary-conditions,自然选择,high,材料讲可遗传的有利变异与环境的定向选择是适应形成的必要条件（变异不定向、选择定向）
BIOLOGY,bio-kb2-03-chitin,几丁质,high,材料讲几丁质（壳多糖）的分布、应用、基本单位与含N特点；与节点同名
BIOLOGY,bio-kb2-29-organ-transplant-hla,免疫学的应用,high,材料讲器官移植的HLA配型、免疫排斥与免疫抑制剂；属免疫学的应用中的器官移植
BIOLOGY,bio-lac-operon-mechanism,基因的表达,medium,材料讲乳糖操纵子对结构基因转录的负调控（阻遏蛋白结合操纵基因阻止转录）；属基因表达调控内容
BIOLOGY,bio-replication-5-to-3-semidiscontinuous,DNA复制的拓展,high,材料讲子链只能沿5'端到3'端延伸导致前导链连续、后随链不连续（冈崎片段）；属DNA复制的拓展
CHEMISTRY,chem-ding-yi-yi-isomers,含苯环同分异构体数目的确定技巧,high,材料讲定一移一法清点苯环二元取代物数目（固定一个再移动另一个并用对称性去重）
CHEMISTRY,chem-fx-dang-chu-xian-gui-dao-shi-f29x09,电子排布式,high,材料讲出现d轨道时书写电子排布式把(n-1)d放在ns前、失电子先失4s；属电子排布式的书写
CHEMISTRY,chem-fx-entry-f80x05,大π键,high,材料以CO2为例按中心原子与端原子提供电子数推算大π键n=4；与节点同名
CHEMISTRY,chem-fx-jia-he-xing-f22x07,三类漂白剂的区别,medium,材料讲加合型漂白（SO2与有机色质生色团化合、可逆不持久有选择性）；是三类漂白剂中的加合型
CHEMISTRY,chem-fx-pu-tong-bo-li-f73x11,干冰萤石与三类玻璃的成分,medium,材料给出普通玻璃、有机玻璃、玻璃钢三类玻璃的成分与原料；正对应三类玻璃的成分
CHEMISTRY,chem-fx-tan-jiu-f27x08,喷泉实验,high,材料为NO2与O2混合气体的喷泉实验探究（含补画导管的装置任务）；服务喷泉实验
CHEMISTRY,chem-fx-ya-song-ye-ti-f69x06,物质制备流程与条件控制,medium,材料讲制备实验中利用压强差压送液体的装置原理与控制低温的目的；属制备实验的流程与条件控制
CHEMISTRY,chem-fx-ze-f49x10,有关电离常数计算的两种类型-以弱酸hx为例,high,材料讲弱酸Ka的近似处理（c(HX)始减c(H+)约等于c(HX)始）及由起始浓度与Ka求c(H+)；与节点同名
CHEMISTRY,chem-hj2-boli-yiqi-xijing-biaozhun,仪器的洗涤与洗净标准,high,材料讲玻璃仪器洗净标准（水膜均匀既不聚成水滴也不成股流下）与油污难溶物的清洗；属仪器的洗涤与洗净标准
MATH,math-fangshuo-bimian-guodufangshuo,放缩精度的控制,high,材料讲避免过度放缩（e^x≥1过宽）要求放缩幅度与目标式匹配；即放缩精度的控制
MATH,math-group-then-assign-principle,分组分配问题,medium,材料讲不同元素先分组后分配、不定向分配需乘A_m^m；属分组分配问题的计数
MATH,math-hj-s91-frequency-hist,频率分布直方图,high,材料讲频率分布直方图五步作法与各组矩形面积和为1的读法；与节点同名
MATH,math-kb-merge-terms-sum-method,分组-并项-法求数列的前n项和,high,材料讲并项求和法（相邻两项合并后按组求和、n为奇偶时收尾不同）；与节点同名
MATH,math-mo-tonggou-diweitongdeng,同构法,high,材料讲双变量地位平等且两边结构一致时构造单调母函数脱f；正是同构法
MATH,math-translation-homogenization,齐次化,high,材料讲平移公共点到原点后设mx+ny=1齐次化并除以x²得斜率和与积；属齐次化方法
PHYSICS,phys-hj-017-moving-rod-model,活杆与定杆模型,high,材料讲动杆（可绕转轴或铰链自由转动的轻杆）平衡时弹力方向沿杆；即活杆与定杆模型中的动杆
PHYSICS,phys-hj3-eddy-current-damping-drive,电磁阻尼与电磁驱动,high,材料讲涡流将能量转化为内能及电磁阻尼、电磁驱动均遵循楞次定律；主题为电磁阻尼与电磁驱动
PHYSICS,phys-mo-l19-work-power-e,功,medium,材料为功与功率易混辨析（受力有位移不一定做功、负功含义、成对力做功、P=Fv误区）；主体属功的概念辨析
