subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-complete-dominance,分离定律,medium,材料讲完全显性下杂合子Aa表现显性性状且自交呈3:1；属分离定律一对相对性状遗传的基本结论
BIOLOGY,bio-fj-02-reducing-sugar-list,细胞中的糖类,medium,材料按还原性划分糖类（葡萄糖果糖半乳糖麦芽糖乳糖为还原糖；蔗糖与多糖无还原性）；属细胞中糖类的种类与性质
BIOLOGY,bio-fj-08-atp-production-consumption-sites,atp的合成和利用,high,材料汇总ATP的产生场所（细胞质基质、线粒体、叶绿体）与消耗场所；即ATP的合成和利用
BIOLOGY,bio-fj-16-additive-gene-effect,自由组合定律中的特殊分离比问题分析,high,材料讲显性基因数量累加效应致AaBb自交呈1:4:6:4:1；即9:3:3:1变式类的特殊分离比
BIOLOGY,bio-fj-33-predation-parasitism-competition,群落的结构,high,材料辨析捕食、寄生与种间竞争三种种间关系；种间关系是群落的结构中的核心内容
BIOLOGY,bio-fx-j-curve-growth,种群数量的变化,high,材料讲J形增长的条件、增长率不变与Nt=N0λ^t模型；即种群数量变化中的J形增长模型
BIOLOGY,bio-fx-transcription-coupled-repair,核苷酸,medium,材料讲DNA损伤后Mfd识别滞留的RNA聚合酶并招募修复系统的转录偶联修复；该节点边界明确收录DNA损伤的重要修复机制
BIOLOGY,bio-kb-intermittent-illumination-method,影响光合作用强度的环境因素,medium,材料讲光暗交替让暗反应利用光反应积累的ATP与NADPH以提高光能利用率；该节点别名即含「为提高光能利用率」
BIOLOGY,bio-kb2-11-intermittent-light,影响光合作用强度的环境因素,medium,材料讲光照总时间不变时交替光照比持续光照制造更多有机物；同属提高光能利用率类内容
BIOLOGY,bio-kb3-f4-s28-n03,生物模型的类型,high,材料以沃森和克里克的DNA双螺旋结构模型为例说明其属物理模型；该节点边界正用同一例辨析物理模型
BIOLOGY,bio-pedigree-y-linked,伴性遗传的特点及应用,medium,材料给系谱判据「只有男性患病且代代父传子→伴Y（限雄）遗传」；即伴Y遗传的特点
BIOLOGY,bio-s-shaped-growth,种群数量的变化,high,材料讲S形增长的成因与K值即环境容纳量；即种群数量变化中的S形增长模型
CHEMISTRY,chem-fx-cai-qu-jia-re-de-mu-f69x07,化学实验中的温度控制,high,材料讲采取加热的目的与常考的温度控制方式；该节点别名即「常见的温度控制方式」
CHEMISTRY,chem-fx-dian-jie-gui-lv-f41x01,离子放电顺序与电解产物判断,medium,材料讲阳极放电规律（活性电极溶解、惰性电极按阴离子放电顺序判断）；即两极放电顺序与产物判断
CHEMISTRY,chem-fx-fen-bie-yong-biao-shi-he-f35x12,晶胞投影,medium,材料给出KH2PO4四方晶胞及H2PO4-与K+在xz面yz面上的位置；属晶胞投影图判读
CHEMISTRY,chem-fx-ken-ding-xing-yuan-ze-f76x01,离子推断的基本原则,medium,材料列肯定性原则与互斥性原则及进出性原则；即离子推断的基本原则
CHEMISTRY,chem-fx-se-an-tong-lai-yuan-yu-tian-ran-zhi-wu-f36x10,配位键和配合物,medium,材料讲Co2+与色胺酮分子配位结合形成色胺酮钴配合物；属配位键与配合物的形成
CHEMISTRY,chem-fx-tu-jie-liang-qi-de-du-shu-fang-fa-f51x06,滴定操作,medium,材料讲量筒与移液管及滴定管的平视俯视读数方法；同主题的「量筒与滴定管的读数方法」在库中亦绑滴定操作
CHEMISTRY,chem-fx-yi-lv-hua-dian-f21x11,卤素互化物与拟卤素,medium,材料讲ICl与ICl3是卤素互化物且性质与卤素单质相似；即卤素互化物的概念与性质
CHEMISTRY,chem-fx-zong-fan-ying-f39x01,原电池的工作原理-以zn-cu原电池为例,medium,材料给Zn+Cu2+=Cu+Zn2+总反应并讲盐桥组成与作用；即锌铜（双液）原电池的工作原理
CHEMISTRY,chem-precipitate-washing-procedure,沉淀的洗涤与检验,high,材料讲沿器壁加蒸馏水浸没沉淀并重复2~3次的洗涤操作；即沉淀的洗涤与检验
MATH,math-fx-hechahua-ji-jihua-he,积化和差与和差化积公式,high,材料给出积化和差与和差化积公式及联立消元的推导思路；与该节点同名的公式主题
MATH,math-hj-liangdian-fenbu,两点分布及其均值与方差,high,材料讲两点分布是n=1的二项分布且E(X)=p与D(X)=p(1-p)；即两点分布的数字特征
MATH,math-hj-yimian-yijiao-buyi-cuo,异面直线所成的角,high,材料讲异面角归结为三角形内角时可能取补角且所求角至多为直角；该节点边界正含「作钝角时应取补角」
MATH,math-mo-hechahuaji-jihuahecha,积化和差与和差化积公式,high,材料默写四组和差化积与积化和差公式及口诀；即该组公式的记忆与应用
MATH,math-mo-zhongguo-shengyu-dingli,NONE,low,材料讲中国剩余定理（两两互素的同余方程组在模M下有唯一解）；本学科节点表无同余或数论定理背景类节点；宁缺勿错
PHYSICS,phys-f-x-mian-ji-gong,变力做功的求解方法,medium,材料讲F-x图线与x轴围成面积表示功（含线性变化与分段反向）；即图像法求变力做功
PHYSICS,phys-hj-195-geomagnetic-field,磁场,high,材料讲地磁场N极在地理南极附近的分布特点与南北半球竖直分量；该节点边界明确含地磁场的特点
PHYSICS,phys-hj3-phi-x-image-points,φ-x图像-反映了电势随位移变化的规律,high,材料讲φ-x图像斜率绝对值表示场强与电势降低方向及点电荷处的无穷趋势；即φ-x图像读法
PHYSICS,phys-sheng-moxing-zui-gao-dian,绳球模型-杆球模型两类经典模型中的临界条件-情景分析,high,材料讲绳（内轨道）模型最高点的受力特征与临界vmin=√(gr)；即竖直面绳球模型的临界条件
