subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-c4-suppresses-photorespiration,c4植物-cam植物等特殊代谢类型,medium,材料讲C4维管束鞘内高CO2低O2环境抑制Rubisco加氧使光呼吸弱；同源P380-381重难3·题型1的C4途径材料均归此节点
BIOLOGY,bio-fj-02-bulk-trace-elements,细胞中的元素,medium,材料讲大量元素与微量元素的划分；该节点已含同类材料「大量元素与微量元素的辨析」
BIOLOGY,bio-fj-05-nuclear-pore-complex,细胞核的结构和功能,high,材料讲核孔复合体的双功能与双向性；该节点已含核孔复合体与核膜要点类材料
BIOLOGY,bio-fj-10-water-midday-depression,影响光合作用强度的环境因素,high,材料讲水分与气孔关闭导致光合午休；该节点已绑「气孔关闭导致光合午休的原因分析」
BIOLOGY,bio-fj-32-j-shaped-curve,种群数量的变化,high,材料讲J形增长的理想条件与Nt=N0·λ^t模型；该节点已含J形增长曲线判读材料
BIOLOGY,bio-fx-fusion-inheritance,分离定律,medium,材料讲融合遗传被颗粒性遗传否定；出处为分离定律微专题；结论落点是按分离定律传递
BIOLOGY,bio-fx-reducing-sugar-scope,实验-检测生物组织中的糖类-脂肪和蛋白质,high,材料界定还原糖范围以服务斐林试剂检测；语料中还原糖鉴别类材料均归此节点
BIOLOGY,bio-kb-continuous-selfing-ratio-formula,自交和自由交配的概率计算,high,材料给杂合子连续自交与逐代淘汰隐性个体的比例公式；该节点别名即「杂合子连续自交与逐代淘汰的计算」
BIOLOGY,bio-kb2-04-rna-functions,RNA的结构、种类与功能,high,材料逐条列举mRNA、tRNA、rRNA与催化RNA的功能；与节点同名同域
BIOLOGY,bio-kb2-32-density-dependent-factors,密度制约因素与非密度制约因素,high,材料主题即两类因素的归类判断；节点同名
BIOLOGY,bio-mo-cell-221,使用高倍显微镜观察细胞,high,材料讲显微镜「找、移、转、调」高倍镜操作与视野调光；该节点已含换用高倍镜操作材料
BIOLOGY,bio-respiration-fat-substrate-oxygen-excess,有氧呼吸,medium,材料由耗O2多于产CO2推断底物含脂肪；属有氧呼吸底物与气体量关系；同题型气体比结论多归有氧呼吸
CHEMISTRY,chem-extraction-separation-points,萃取,high,材料讲萃取剂选择原则与分液操作要点；语料中同类材料均归「萃取」
CHEMISTRY,chem-fx-de-fen-dian-ji-guan-jian-ci-f71x13,现象描述答题模板,medium,材料是描述固体溶解现象的得分点关键词模板；同源材料「答题要素」归此节点
CHEMISTRY,chem-fx-fang-an-yi-f14x11,纯碱中碳酸钠含量的测定方法,high,材料讲沉淀法测定Na2CO3含量；该节点已含「纯碱中碳酸钠含量的测定：气体法与沉淀法」
CHEMISTRY,chem-fx-jian-jie-ce-liang-fa-f70x06,量气分析法,high,材料讲排水量气的间接测量法；该节点材料明确把气体测量分为直接法与间接法
CHEMISTRY,chem-fx-qi-ti-fa-f14x04,纯碱中碳酸钠含量的测定方法,high,材料讲气体法测定Na2CO3含量；与节点主题完全一致
CHEMISTRY,chem-fx-tiao-jie-fa-f54x08,调节pH分离提纯金属离子,high,材料讲调节pH除去CuCl2溶液中的FeCl3；该节点已含「用调节pH的方法除杂提纯」
CHEMISTRY,chem-fx-ye-lian-tong-de-liang-fang-fa-f17x02,铜的冶炼,high,材料讲湿法炼铜与高温炼铜两条铜冶炼方法；节点同名
CHEMISTRY,chem-fx-zhi-liang-shou-heng-f06x09,守恒法,medium,材料讲质量守恒即原子守恒这一守恒关系；该节点别名含「守恒法及其四类守恒关系」
CHEMISTRY,chem-hj2-lqi-taosheng-gaochu-taosheng,氯气,medium,材料是氯气密度大于空气且有毒性推出的泄漏逃生与扇闻常识；归氯气节点的性质应用
MATH,math-fangshuo-genhao-n-dayu,裂项放缩,medium,材料给1/√n>2(√(n+1)−√n)的根式放缩结论；该节点已含「裂项放缩（分式·根式·分指）」
MATH,math-hj-denggao-tiaoxingtu-panding,独立性检验,high,材料讲等高堆积条形图直观判断两分类变量的关联；属列联表与独立性检验
MATH,math-hj-s93-regression,回归分析,high,材料讲一元线性回归模型与经验回归方程；语料中同类材料均归「回归分析」
MATH,math-midpoint-chord-slope-product-ellipse,弦中点与点差法,medium,材料给椭圆中点弦斜率积结论；该节点别名含「圆锥曲线弦中点的斜率之积定值」
MATH,math-mo-wanneng-gongshi-banjiao,万能公式,high,材料讲以t=tan(α/2)表示sin、cos、tan的万能公式；节点同名且有同内容材料
PHYSICS,phys-apparent-depth,光的折射,medium,材料由折射定律与小角度近似导出视深公式h=H/n；语料「视深与视高问题」归此节点
PHYSICS,phys-hj-040-complete-weightlessness,失重,medium,材料讲竖直向下加速度为g的完全失重与视重为零；该节点已含「失重与完全失重」类材料
PHYSICS,phys-hj3-gravity-center-facts,重力,medium,材料讲重力是万有引力分力与重心位置的决定因素；语料「重力与重心」类材料归「重力」
PHYSICS,phys-p-t-mian-ji-gong,合力做功的计算方法,medium,材料讲P-t图线与t轴面积表示功的求功法；同页「恒定功率下牵引力做功W=Pt」同归此节点
