subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-compensation-point-respiration-increase,光合作用与细胞呼吸“关键点”的移动,high,材料讲细胞呼吸增强使净光合为0的位置右移即使光与CO2补偿点右移；属光合与呼吸关键点移动的判断
BIOLOGY,bio-fj-02-phosphorus-bulk,组成细胞的元素,medium,材料判定P属大量元素并列举其参与构成的ATP与核苷酸与磷脂；属组成细胞的元素（大量与微量元素）归类判断
BIOLOGY,bio-fj-08-activation-energy-curve,与酶有关的曲线分析,high,材料逐段解释酶催化活化能曲线AC与BC与AB段的含义；服务酶相关曲线识图
BIOLOGY,bio-fj-15-heterosis,育种,low,材料讲杂合子产量往往高于纯合子与杂交制种需年年制种；属杂交育种利用杂种优势的范畴（节点表无杂种优势点）
BIOLOGY,bio-fj-33-parasitism-vs-predation-examples,群落的结构,high,材料辨析寄生（蚊子与人及蝉与树）与捕食（蝗虫与蚕）的实例；属群落中种间关系内容
BIOLOGY,bio-fx-inverse-pcr,pcr技术,high,材料讲反向PCR三步原理（酶切与环化与反向引物扩增）以扩增已知序列两侧未知序列；属PCR技术变式
BIOLOGY,bio-fx-testcross-not-dominance,性状显隐性的判断,medium,材料辨析测交不能判断显隐性并给出自交法与相对性状亲本杂交法；服务显隐性判断方法的易错点
BIOLOGY,bio-kb-induction-method,归纳法,high,材料讲归纳法定义与完全归纳和不完全归纳的区分；与节点归纳法同名同义
BIOLOGY,bio-kb2-10-pigment-extraction,捕获光能的色素和结构,high,材料讲绿叶中色素提取（无水乙醇与二氧化硅与碳酸钙）与纸层析分离的原理与步骤；即捕获光能的色素一节的探究实验
BIOLOGY,bio-kb3-f4-s28-n02,生物模型的类型,high,材料列物理模型与数学模型与概念模型三类；即生物模型的类型
BIOLOGY,bio-pcr-prenatal-advantages,遗传病的检测与预防,medium,材料列举PCR产前诊断取样（外周血游离胎儿DNA与羊水与绒毛）及优点；属遗传病检测与预防中的产前诊断
BIOLOGY,bio-rubisco-dual-activity,光呼吸,high,材料讲Rubisco催化C5与O2加氧进入光呼吸并与固碳竞争同一酶；即光呼吸机制
CHEMISTRY,chem-fx-bo-li-yi-qi-de-xi-di-f65x11,玻璃仪器的洗涤,high,材料讲玻璃仪器洗净标准（均匀水膜不聚集成滴不成股流下）与洗涤方法；与节点同名
CHEMISTRY,chem-fx-di-yi-bu-f03x09,简单有机物同分异构体的书写,medium,材料为同分异构书写的碳链异构一步（写出C5H12的直链与异戊烷型与新戊烷型三种碳架）
CHEMISTRY,chem-fx-fang-yang-hua-f74x01,化学试剂的保存方法,medium,材料讲防氧化的三种措施及Na2SO3与FeSO4与K与Na等试剂的保存实例；属化学试剂的保存方法
CHEMISTRY,chem-fx-jing-duo-ci-yang-hua-he-xi-shou-f06x06,化学计算中的守恒法,medium,材料由氮元素守恒得NH3～HNO3的定量关系并接电子转移守恒法；属化学计算中的守恒法
CHEMISTRY,chem-fx-san-te-shu-f76x12,离子共存,high,材料列离子共存三种特殊情况（AlO2-与HCO3-不能共存与NO3-加H+具强氧化性及水解互促仍大量共存）
CHEMISTRY,chem-fx-tou-xi-fen-bu-qu-xian-que-ding-si-wei-f53x02,分布分数图像,high,材料界定分布曲线为以pH为横坐标与分布系数为纵坐标的关系曲线；即分布分数图像
CHEMISTRY,chem-fx-yi-lv-cai-wei-yang-ji-f41x16,电解原理,medium,材料讲以铝材为阳极电解H2SO4溶液使其表面形成氧化膜；属电解原理的阳极氧化应用情景
CHEMISTRY,chem-fx-zhuo-shao-bei-shao-duan-shao-f56x02,工业流程中反应条件的控制,low,材料讲无机化工流程中灼烧与焙烧与煅烧改变结构并使杂质在高温下氧化分解；属流程中的操作与条件控制
CHEMISTRY,chem-kb-volumetric-flask-usage,容量瓶及其使用注意事项,high,材料讲容量瓶的结构（刻度线与温度与容量）与规格选择与使用前查漏及禁忌；与节点同名
MATH,math-fx-fenqi-fukuan-moxing,等比数列的前n项和,low,材料由每期余额递推构造等比数列求和推出等额本息每期还款公式；节点表无分期付款模型点故绑其数学工具
MATH,math-hj-junzhi-dingli,基本不等式,high,材料讲积定则和有最小值与和定则积有最大值及取等条件；即基本不等式（均值定理）
MATH,math-hj-yide-daihuan-fa,1的代换,high,材料讲把1替换为已知等式后整体展开凑定值；与节点1的代换同名同义
MATH,math-mo-hailun-qinjiushao-gongshi,秦九韶公式与海伦公式,high,材料同时给出海伦公式与秦九韶（三斜求积）公式并说明二者等价；与节点同名
MATH,math-mo-yueya-dingli,月牙定理,high,材料讲直角三角形两直角边上半圆围成的月牙面积和等于三角形面积；与节点月牙定理同名
PHYSICS,phys-electromagnetic-flowmeter,电磁流量计,high,材料推导导电液体电磁流量计的流速与流量公式（Q=πUD/4B）；与节点同名
PHYSICS,phys-hj-192-ampere-rule-usage,安培定则,high,材料讲直线电流与环形电流及通电螺线管的右手螺旋定则判定磁场方向；即安培定则
PHYSICS,phys-hj3-ohmmeter-usage-rules,多用电表的使用方法与注意事项,medium,材料讲欧姆表使用规则（断开原电路与换挡重新调零与读数乘倍率与手不碰表笔金属杆）属多用电表使用方法与注意事项
PHYSICS,phys-sheng-moxing-bu-neng-guo-zui-gao-dian,绳球模型-杆球模型两类经典模型中的临界条件-情景分析,high,材料讲绳模型v<√gr时小球在到达最高点前脱离圆轨道做斜抛或在圆心高度以下往复运动；即竖直面内绳球模型过最高点的临界情形
