subject,material_slug,node_slug,confidence,evidence
BIOLOGY,bio-c3-plants-pertinent,c4植物-cam植物等特殊代谢类型,medium,材料以「无CO2泵」把C3与C4对照来讲（适用性即「C3与C4比较」）；服务C4等特殊代谢类型的比较考点
BIOLOGY,bio-fj-01-slide-move,使用高倍显微镜观察细胞,high,材料讲物像偏哪装片往哪移并用低倍镜移到中央再换高倍镜；属使用高倍显微镜观察细胞的操作要点
BIOLOGY,bio-fj-05-model-types,生物模型的类型,high,材料讲物理模型、概念模型、数学模型三类划分与实例；与节点「生物模型的类型」完全对应
BIOLOGY,bio-fj-10-pigment-separation-principle,捕获光能的色素和结构,medium,材料讲纸层析分离绿叶色素的原理与步骤；属「捕获光能的色素和结构」一节中的色素提取与分离内容
BIOLOGY,bio-fj-32-j-curve-conditions,种群数量的变化,high,材料讲J形增长的理想条件、λ倍增长与入侵初期实例；是种群数量变化一节中J形增长的要点
BIOLOGY,bio-fx-exp-parallel-repetition,生物学实验技术与方法,low,材料讲实验设计平行重复原则（足够数量、取平均、随机均分）；节点表无重复原则专节点；只能取最泛的实验技术与方法
BIOLOGY,bio-fx-primer-design-principles,pcr技术,high,材料讲引物设计六项原则（长度、GC含量、二聚体、3′端、Tm值）；引物设计是PCR技术下的核心要点
BIOLOGY,bio-kb-comparative-experiment-concept,对照实验的分析方法,high,材料给出对比实验（相互对照）的定义、特点与实例并区分空白对照；属对照实验的分析方法
BIOLOGY,bio-kb2-03-polysaccharide-function,细胞中的糖类,high,材料讲淀粉、纤维素、糖原的分布与功能；正是细胞中的糖类这一考点
BIOLOGY,bio-kb2-31-apical-dominance,植物生长素及其生理作用,medium,材料讲顶端优势的成因（生长素向下运输致侧芽受抑）与应用；是生长素生理作用的典型实例
BIOLOGY,bio-long-answer-principle-based,长句应答题的作答方法,high,材料讲依据原理类长句按推导起点、原因分析、结果组织并善用逻辑词；属长句应答题的作答方法
BIOLOGY,bio-replication-bubble-graph-reading,DNA复制的拓展,medium,材料讲复制泡示意图中未复制片段变短与子链变长的判读；属DNA复制过程细节的拓展内容
CHEMISTRY,chem-distillation-operation-points,蒸馏,high,材料讲蒸馏的适用条件与操作要点（水银球在支管口、冷凝水下进上出、加碎瓷片）；与节点「蒸馏」一致
CHEMISTRY,chem-fx-dao-dian-dao-re-xing-f34x05,晶体,low,材料归纳分子、共价、金属、离子四类晶体的导电导热性；节点表无四类晶体性质比较专节点；只能挂到泛化的晶体节点
CHEMISTRY,chem-fx-fan-ying-zhong-f38x05,反应热大小的比较,high,材料比较ΔH3与ΔH4（完全燃烧放热更多但ΔH为负故ΔH3>ΔH4）；主题就是反应热大小的比较
CHEMISTRY,chem-fx-jia-zai-shi-f46x17,控制变量法探究影响化学反应速率的因素,low,材料列甲乙丙丁四组仅温度、催化剂、投料不同的条件作对比；属控制变量法探究速率影响因素的条件表
CHEMISTRY,chem-fx-qi-ta-chang-jian-tie-yan-f16x05,铁盐的性质及应用,medium,材料介绍绿矾与铁铵矾的性质和用途（补血剂、分析试剂、媒染剂）；属铁盐的性质及应用
CHEMISTRY,chem-fx-ti-dai-fa-f03x06,判断同分异构体数目的常用方法和思路,medium,材料讲替代法（二氯苯与四氯苯同分异构体数目相同）并接等效氢法；属判断同分异构体数目的常用方法
CHEMISTRY,chem-fx-yang-hua-xing-f22x06,三类漂白剂的区别,high,材料描述氧化型漂白剂破坏生色团且不可逆无选择性（HClO、Na2O2、H2O2等）；属三类漂白剂的区别
CHEMISTRY,chem-fx-zheng-fa-jie-jing-f56x06,从溶液中获取晶体的方法,medium,材料讲蒸发结晶与冷却结晶的适用选择（溶解度随温度变化大小）；即从溶液中获取晶体的方法
CHEMISTRY,chem-hj2-dianjie-fangdian-shunxu-wanban,离子放电顺序与电解产物判断,high,材料给出完整的阴极与阳极放电顺序表及活性电极判断；与节点「离子放电顺序与电解产物判断」一致
MATH,math-fangshuo-dengbi-fenmu-jian-hao-bukao,等比放缩,high,材料讲分母为qⁿ−m时方向不符故一般不用等比放缩；正是等比放缩的适用限制
MATH,math-hj-buxing-fa-lengzhui,割补法求空间几何体的体积,medium,材料讲补台成锥后用相似比求大小锥体积比（台体体积=大锥−小锥）；属割补法处理空间几何体体积
MATH,math-hj-s92-percentile,百分位数,high,材料讲第p百分位数的定义与i为整数与非整数时的取值步骤；与节点「百分位数」一致
MATH,math-luobida-faze,洛必达法则,high,材料讲0/0型与∞/∞型未定式的洛必达法则及使用前须验证未定式；与节点同名
MATH,math-mo-tonggou-zhiduikuajie,同构法,high,材料讲指对跨阶同构（对数恒等式指对互化统一为积型商型和差型母函数）；属同构法
PHYSICS,phys-anti-reflection-coating,薄膜干涉的应用,high,材料讲增透膜厚度取膜中波长四分之一使反射光相消；是薄膜干涉的典型应用
PHYSICS,phys-hj-038-overweight-phenomenon,超重,high,材料讲加速度有竖直向上分量即超重且视重F=mg+ma；与节点「超重」一致
PHYSICS,phys-hj3-four-transmission-devices,三种传动方式及特点,medium,材料比较同轴、皮带、齿轮、摩擦传动的线速度与角速度关系；即传动方式及特点这一考点
PHYSICS,phys-mo-l25-momentum-consv-b-4,反冲运动,high,材料讲反冲的定义、内力远大于外力且遵从动量守恒、机械能增加；与节点「反冲运动」一致
