subject,slug,field,status,evidence
CHEMISTRY,ext-che-02e43d3aeb-005,contentMarkdown,FIXED,15 处 \1 恢复为 t、N、F、C、MnO×2、H、e、MnOOH、OH、MnO、ZnMn、mol、MnOOH、mol（含每处被吃掉的空格）；依据：与卷 02 提交 98919887 的同字段逐字一致（差异 15 处＝坏点 15 个）；正极为 MnO2 的副反应示例与该体系自洽
CHEMISTRY,ext-che-1422ee20c2-035,contentMarkdown,WIDER_FIX,两处 358819 还原为 $$（行间公式定界符）；“$ mL 处补回被吃掉的正文 $V_1$（shell 展开 $V_1 时连符号带定界符一起消失 只剩孤立的 $）；依据：同题（2025 河南 16 药用硫黄测硫）53 教参精练册 PPT 块 15684159f4-106 原话「步骤Ⅳ中的空白实验相当于是用HCl标准溶液测定 V1 mL KOH乙醇溶液中KOH的物质的量」与同题题干（块 a6e0a73a7c-031）「准确加入V1 mL KOH 乙醇溶液(过量)」；另注：该字段 `即**试剂本底所消耗的标准液体积 *。` 里的孤立 `*` 不在切片坏点清单内 未改
CHEMISTRY,ext-che-4aca25a694-004,contentMarkdown,FIXED,7 处 \1 恢复为 \mathrm{mol}×3、\mathrm{L}×3、pH；依据：与卷 07 提交 4787fb49 的同字段逐字一致（差异 7 处＝坏点 7 个）；例中 pH＝5 与 $c(H^+)=1\times10^{-5}$ 自洽
CHEMISTRY,ext-che-4aca25a694-009,contentMarkdown,FIXED,13 处 \1 恢复为 \mathrm{mol}×4、\mathrm{L}×4、pH×5；依据：与卷 07 提交 4787fb49 的同字段逐字一致（差异 13 处＝坏点 13 个）；源头切块写「设浓度为c mol·L－1」「pH＝14＋lg (nc)」
CHEMISTRY,ext-che-51e65d8cb6-014,contentMarkdown,FIXED,6 处 \1 恢复为 Cu、Fe、Cu、O（溶液复原补 Cu 和 O 元素）、\mathrm{C}、t；依据：与卷 07 提交 4787fb49 的同字段逐字一致（差异 6 处＝坏点 6 个）；源头切块思维建模写「n(e-)=Q/F(F≈96500 C/mol) 其中 Q 为电量」「Q=I⋅t」
CHEMISTRY,ext-che-bda41ccccc-006,contentMarkdown,FIXED,8 处 \1 恢复为 M、pH×3、\mathrm{mol}、\mathrm{L}、pH×2；依据：与卷 07 提交 4787fb49 的同字段逐字一致（差异 8 处＝坏点 8 个）；源头切块写「①开始沉淀时的pH求法」「1.0×10－5 mol·L－1」
CHEMISTRY,ext-che-bda41ccccc-006,boundaryMarkdown,FIXED,2 处 \1 恢复为 \mathrm{mol}、\mathrm{L}；依据：与卷 07 提交 4787fb49 的同字段逐字一致（差异 2 处＝坏点 2 个）
MATH,ext-mat-10f8d75726-006,contentMarkdown,FIXED,cases 第二行 b 与第三行 cx 被吃（含前导空格）；依据：与卷 04 提交 84cc6467 的同字段逐字一致（差异 2 处＝坏点 2 个）；与同材料后文「所以 $b=0$」「则 $c=1$、$a=-2$」自洽
MATH,ext-mat-37119cada9-001,contentMarkdown,FIXED,3 处 \1 恢复为 i、j（基底单位向量）与 \ y；依据：源头代理产物 .agent_mp_16.csv 同块 37119cada9-001 原文写 $a=x i+y j$ 与 $\vec{AB}=(x_2-x_1，\ y_2-y_1)$（差异 3 处＝坏点 3 个）
MATH,ext-mat-95e236319c-015b,contentMarkdown,FIXED,2 处 \1 恢复为 \boldsymbol p 的 p（面法向量）；依据：与卷 04 提交 84cc6467 的同字段逐字一致（差异 2 处＝坏点 2 个）；该式为 |OD·p|/(|OD||p|)
