chunk_rel,chunk_id,action,node_slug,type,title,summary,applicability,content,boundary,note,midx
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-003,MATERIAL,氧化还原反应方程式的配平方法,METHOD_MODEL,氧化还原方程式配平的依据与步骤,以得失电子守恒为核心，按标价态、列变化、求总数、配其他、查守恒五步完成配平。,配平或书写陌生的氧化还原反应化学方程式与离子方程式，判断所给方程式配平是否合理。,配平氧化还原反应方程式有三条依据：\n1．得失电子守恒：氧化剂得电子总数等于还原剂失电子总数，即化合价升高总数与降低总数相等。\n2．质量守恒：反应前后元素种类和原子个数不变。\n3．电荷守恒：离子方程式两边电荷总数相等。\n配平一般分五步，以 $H_2O_2+H_2CrO_4 \rightarrow O_2\uparrow+Cr(OH)_3\downarrow+H_2O$ 为例：\n①标价态：标出发生氧化、还原反应的元素的化合价；\n②列变化：算出每个变价原子化合价的升降数值；\n③求总数：取升降总数的最小公倍数，配出氧化剂、还原剂、氧化产物、还原产物的化学计量数；\n④配其他：用原子守恒配平其余物质的化学计量数；\n⑤查守恒：核对原子个数后把单线改为等号并注明反应条件。\n对分解反应、歧化反应和部分氧化还原反应，宜先从氧化产物、还原产物入手，即逆向配平法。,逆向配平只适用于元素部分变价、或同一物质既作氧化剂又作还原剂的反应；配平后必须逐一核对原子守恒与电荷守恒，离子方程式漏查电荷是最常见的失分点。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-004,MATERIAL,三步法-配平缺项氧化还原反应化学方程式,METHOD_MODEL,离子方程式与缺项配平的思路,离子方程式先配电子与原子守恒再用电荷守恒定系数，缺项按酸碱环境补H+、OH-或水。,配平带电荷的离子方程式，或补全残缺方程式中的缺项（H+、OH-、H2O）时使用。,离子方程式与缺项方程式的配平遵循同一顺序：先由得失电子守恒和原子守恒配平氧化剂、还原剂及氧化产物、还原产物；再由两边电荷守恒确定 $H^+$、$OH^-$ 的化学计量数；最后用原子守恒配平未变价元素的原子。\n缺项配平中缺失的物质一般是酸（$H^+$）、碱（$OH^-$）或水。判断方法：先配平得失电子数，再比较两边电荷，反应物一侧缺正电荷时补 $H^+$、生成物一侧通常生成水；反应物一侧缺负电荷时补 $OH^-$、生成物一侧通常生成水。\n以 $MnO_4^-+H_2O_2+H^+\rightarrow Mn^{2+}+O_2\uparrow+H_2O$ 为例：先由电子守恒定出 $MnO_4^-$、$H_2O_2$、$Mn^{2+}$、$O_2$ 的系数，再由电荷守恒定出 $H^+$ 的系数，最后用氢、氧原子守恒配平水。,补项必须服从溶液环境，不能出现酸性条件补 $OH^-$ 生成 $H^+$、碱性条件补 $H^+$ 生成 $OH^-$ 的错误；缺项多于一个时，要先由化合价变化找准氧化剂与还原剂。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-005,MATERIAL,配平氧化还原反应方程式的三个-基本原则,MISCONCEPTION_GUIDE,配平的操作顺序与特殊物质价态,按电子守恒、原子守恒、电荷守恒的先后顺序配平，并单独记忆特殊物质中元素的化合价。,配平复杂氧化还原方程式时用于固定操作顺序，判断特殊物质中元素价态时用于查证。,配平的操作顺序可归纳为四点：先用得失电子守恒配平氧化剂与还原剂（或氧化产物与还原产物）；再用原子守恒配平变价元素的原子；接着根据电荷守恒并结合溶液环境，用 $H^+$ 或 $OH^-$ 平衡电荷；最后用原子守恒配平未变价元素的原子。\n配平前还要记牢元素的常见价态，并单独记忆一些特殊物质中元素的化合价，如 $CuFeS_2$、$K_2FeO_4$、$Na_2S_2O_3$、FeO、HCN、$Si_3N_4$ 等。判断这类物质中元素价态要依据电负性与成键结构，不能把化合价简单平均分配。,顺序颠倒（先配电荷再配电子）会使系数全部需要重算；特殊物质中元素的化合价必须按实际结构与电负性判断，凭印象套用常见价态是高频错误。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-006,MATERIAL,陌生化学方程式书写的思路,METHOD_MODEL,信息型方程式书写的四步法,由新信息确定反应物与产物，用电子守恒配平后再按酸碱环境补齐缺项。,根据文字信息、流程图或装置图书写陌生的氧化还原反应化学方程式、离子方程式。,书写信息型（陌生）氧化还原反应方程式可按四步进行：\n①细读新信息或流程图，确定反应物和部分生成物；\n②依据元素化合价的变化以及物质的氧化性、还原性，确定氧化产物或还原产物；\n③写出残缺的方程式“氧化剂＋还原剂→还原产物＋氧化产物”，利用化合价升降总数相等先配平参与氧化还原的物质的化学计量数；\n④根据电荷守恒和体系环境补齐其他反应物或生成物。\n补项的一般原则：酸性条件下优先补 $H^+$ 生成水，也可能补 $H_2O$ 生成 $H^+$；碱性条件下优先补 $OH^-$ 生成水，也可能补 $H_2O$ 生成 $OH^-$；绝不能出现补 $H^+$ 生成 $OH^-$ 或补 $OH^-$ 生成 $H^+$ 的情况。最后检查质量守恒，并注意不漏写反应条件。,补项由溶液的酸碱性预先限定，要先看清题给的“酸性、碱性、中性”条件；若信息只给出部分产物，需先用化合价升降判断其余产物再配平。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-007,MATERIAL,氧化还原反应方程式的配平方法,METHOD_MODEL,三种配平技巧的选用,倒配法、补加法与电荷守恒法分别对应同一物质变价、部分被氧化和离子方程式三类情形。,配平铜与硝酸反应、$Fe^{2+}$ 与 $MnO_4^-$ 反应等方程式时挑选合适的配平技巧。,配平技巧可归为三类：\n1．倒配法：氧化剂与还原剂是同一物质的反应（歧化、分解、部分氧化还原），从氧化产物和还原产物开始配平。如 $S+KOH\rightarrow K_2S+K_2SO_3+H_2O$，先由硫的化合价升降定出 $K_2S$ 与 $K_2SO_3$ 的系数，再用钾、氢守恒补出 KOH 和 $H_2O$ 的系数。\n2．补加法：部分被氧化或被还原的反应，把未变价部分先当作未参与反应补足。如铜与稀硝酸反应，先按电子守恒配出 $Cu(NO_3)_2$ 与 NO 的系数，再补上起酸性作用的硝酸，得 $3Cu+8HNO_3=3Cu(NO_3)_2+2NO\uparrow+4H_2O$。\n3．电荷守恒法：离子方程式可借助两边电荷守恒直接确定某些离子的系数，如 $5Fe^{2+}+MnO_4^-+8H^+=5Fe^{3+}+Mn^{2+}+4H_2O$。,倒配法只适用于变价元素出现在同一反应物中的情形；补加法要分清“被氧化的量”与“起酸性作用的量”，二者相加才是氧化剂总量。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-009,MATERIAL,电子守恒法计算的原理,CONCEPT_EXPLANATION,电子守恒法的计算原理与流程,氧化剂得电子总数等于还原剂失电子总数，可跳过反应过程直接建立物质的量关系。,已知氧化剂、还原剂或产物中某一物质的量，求另一物质的量或转移电子数时使用。,氧化还原反应计算的实质是氧化剂得到的电子总数等于还原剂失去的电子总数，即得失电子守恒。利用守恒思想可以不写化学方程式、不追究中间反应过程，只把物质分为始态和终态，从得电子与失电子两个方面整体思考。\n解题思维流程：①找出氧化剂、还原剂及对应的还原产物和氧化产物；②找准一个原子或离子的得失电子数，注意化学式中该粒子的个数；③按 $n(氧化剂)\times变价原子个数\times化合价变化值=n(还原剂)\times变价原子个数\times化合价变化值$ 列出等式。\n常见应用：直接计算反应物与产物、反应物与反应物之间的量的关系；多步连续反应中根据“电子传递”找出起始反应物与最终生成物的关系；多池串联时流经各电极的电子数相等。,必须按每分子（每离子）中变价原子的个数折算电子数，漏乘角标会成倍出错；只有全程只涉及电子转移的过程才能整体使用电子守恒。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-011,MATERIAL,电子守恒法计算的流程,METHOD_MODEL,得失电子守恒三步解题法,找物质、定得失、列关系三步建立电子守恒等式。,给出氧化剂或还原剂其一时求另一物质的量、转移电子数或产物体积时使用。,得失电子守恒的解题可固定为三步：\n第一步“找物质”：找出氧化剂、还原剂及相应的还原产物和氧化产物；\n第二步“定得失”：确定一个原子或离子得失电子的数目，注意化学式中该原子的个数；\n第三步“列关系”：按 $n(氧化剂)\times变价原子个数\times化合价变化值=n(还原剂)\times变价原子个数\times化合价变化值$ 列等式求解。\n若求转移电子数，可直接用 $n(电子)=n(氧化剂)\times变价原子个数\times化合价降低值$ 计算，结果应与用还原剂计算所得相等，可用来检验。,若一种物质中有两种元素同时变价，要分别计算后求和；注意区分“转移电子数”与“某元素化合价变化值”，不要把电子数与物质的量直接混用。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/一轮复习/2026年高考化学一轮复习考点精讲精练（新高考通用）/2026版/专题05 氧化还原反应方程式的配平与计算（高效培优讲义）（学生版）.docx,a788ddaafb-012,MATERIAL,复杂氧化还原反应的计算,METHOD_MODEL,多步连续氧化还原反应的计算,多步反应不必分步求解，抓住全程失电子总数等于得电子总数整体计算。,工业流程中多个氧化还原反应串联、只要求某一物质总量的计算题。,多步连续氧化还原反应的计算：这类试题反应过程多、涉及多个氧化还原反应，数量关系复杂，用分步法逐一求解容易出错和遗漏；抓住“失电子总数等于得电子总数”这一关系整体求解最为简便。\n操作要点：理清整个反应过程，不遗漏其中任何一个氧化还原反应；分析全程化合价发生变化的元素，分别统计得电子总数与失电子总数，再与题给物质的量建立等式；必要时结合元素守恒确定某元素最终进入的产物，从而换算成要求的量。,若过程中存在未参与电子转移的物质或元素，不能计入守恒关系；只有每一步都属于氧化还原反应时，才能把整个过程按一个电子守恒关系处理。,《专题05 氧化还原反应方程式的配平与计算》培优讲义,
2026年新高考资料(3)/专项复习/2026年高考化学知识总结/资料/高考化学离子检验、推断与共存(学生版)-26页.docx,de3579c665-001,MATERIAL,NEW:离子推断的四项基本原则,METHOD_MODEL,离子推断的四项基本原则,由实验现象肯定离子，用共存关系否定离子，兼顾试剂引入的干扰与溶液电中性。,根据实验步骤与现象判断溶液中存在或不含哪些离子的推断类问题。,离子推断需同时遵守四项原则：\n1．肯定性原则：根据实验现象推出溶液中肯定存在或肯定不存在的离子，例如某步操作得到使淀粉变蓝的溶液，说明原溶液中可能含 $I^-$。\n2．互斥性原则：在肯定某些离子的同时，结合离子共存规律否定另一些离子，例如已确认含 $I^-$ 时，强氧化性的 $Fe^{3+}$ 会将其氧化，可判定 $Fe^{3+}$ 不存在。\n3．进出性原则：关注实验过程中反应生成的离子或试剂新引入的离子对后续检验的干扰，多步操作时要跟踪离子的产生与消耗。\n4．电中性原则：溶液呈电中性，阳离子所带正电荷总数等于阴离子所带负电荷总数，可据此判断未被直接检验的隐含离子是否存在。,电中性原则要在题目给出等浓度、定量关系或需要判断隐含离子时才用；检验时加入的试剂会引入新离子，若不扣除就会把试剂带来的离子误判为原溶液成分。,高考化学离子检验、推断与共存 知识梳理,
2026年新高考资料(3)/专项复习/2026年高考化学知识总结/资料/高考化学离子检验、推断与共存(学生版)-26页.docx,de3579c665-001,MATERIAL,常见阳离子的检验与推断依据,CONCEPT_EXPLANATION,离子检验的三种现象依据,离子检验与推断依据生成沉淀、生成气体、显现特殊颜色三类不同现象归纳。,设计或分析离子检验方案、由现象反推离子种类时使用。,离子检验与推断的依据可按现象归为三类：\n①生成沉淀：加入试剂后产生特征沉淀，如 $Ba^{2+}$ 与 $SO_4^{2-}$ 生成不溶于稀硝酸的 $BaSO_4$，$Ag^+$ 与 $Cl^-$ 生成不溶于稀硝酸的 $AgCl$。\n②生成气体：如 $NH_4^+$ 与碱共热产生能使湿润的红色石蕊试纸变蓝的气体，$CO_3^{2-}$ 与酸产生能使澄清石灰水变浑浊的气体。\n③显现特殊颜色：如 $Fe^{3+}$ 遇 KSCN 溶液变红，含 $Cu^{2+}$ 的溶液显蓝色，$I^-$ 遇淀粉变蓝。\n判断时要注意沉淀的颜色与溶解性（是否溶于稀硝酸）、气体的特征检验、显色反应中同类离子的干扰，单凭一个现象往往不能定论。,同一现象可能对应多种离子，如多种白色沉淀，必须结合其他步骤或排除干扰离子后再下结论；只能依据题目给出的现象推断，不能凭“常见”直接断定。,高考化学离子检验、推断与共存 知识梳理,b
