chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
49d332c6c0-002,,功,CONCEPT_EXPLANATION,功的定义与正负判断,做功的两个必要因素、W=Flcosα的适用条件以及功的正负含义,恒力做功的判断与计算,①做功的两个必要因素：作用在物体上的力，以及物体在力的方向上发生的位移。②定义式 W=Flcosα，F 必须是恒力，l 为物体对地的位移，α 为力与位移方向的夹角。③功是标量但有正负，正负只表示力对物体做功的性质（动力或阻力），不表示大小，比较功的多少应比较绝对值。④单位是焦耳（J），1 J=1 N·m。,只有同时满足有力作用和在力的方向上有位移才算做功；W=Flcosα 只适用于恒力，变力做功不能直接代入。,一轮 复习讲义 第20讲 功与功率
3f68848cb0-003,,路程,CONCEPT_EXPLANATION,路程与位移的区别,路程是轨迹长度、位移是有向线段，二者在单向直线运动中大小相等,运动学中区分标量与矢量,①路程是物体运动轨迹的长度，只有大小没有方向，是标量，由实际的运动路径决定。②位移是由初位置指向末位置的有向线段，是矢量，用来描述物体位置的变化，由初、末位置决定。③在单向直线运动中位移的大小等于路程，其他情况下位移的大小小于路程。④路程与位移描述的角度不同，不能相互替代。,位移大小一般小于路程，只有单向直线运动时二者大小才相等；不能说位移就是路程。,一轮 培优练习 第一章 第1课时 运动的描述
4121efae27-002,,质点,CONCEPT_EXPLANATION,质点与参考系,质点是理想化模型，能否看作质点由研究问题决定；参考系选取具有任意性,判断物体能否简化为质点,①质点：用来代替物体的有质量的点，物体能否被看作质点由所研究问题的性质决定，当形状和大小的影响可以忽略时即可视为质点。②质点是一种理想化模型，实际并不存在，它不同于几何上的点，质点有质量。③参考系：描述物体运动时选来作为参考的物体，选取是任意的，但通常选地面以使描述尽可能简单。④比较不同物体的运动时必须选同一参考系。,不能依据物体自身的大小和形状判断能否看作质点；同一运动选择不同参考系时观察结果一般不同。,一轮 复习讲义 第01讲 运动的描述
2e6cca8baa-001,,位移,CONCEPT_EXPLANATION,位移的矢量性与表示,位移是由初位置指向末位置的有向线段，线段长短表示大小、箭头表示方向,位移方向的判定与大小比较,①位移是由初位置指向末位置的有向线段，是矢量，用来描述物体位置的变化。②线段的长短表示位移的大小，箭头的指向表示位移的方向。③在单向直线运动中位移的大小等于路程，其他情况下位移的大小小于路程。④与位移相对，路程是运动轨迹的长度，只有大小、是标量。,位移只由初、末位置决定，与运动路径无关；求平均速度时必须用位移而不是路程。,一轮 考点精讲精练 第01讲 运动的描述
4121efae27-008,,速度,CONCEPT_EXPLANATION,速度与速率,速度是位移与时间的比值、是矢量，速率是瞬时速度的大小、是标量,描述运动快慢与方向,①速度的定义：位移与发生这段位移所用时间之比，定义式 v=Δx/Δt，单位 m/s。②物理意义：描述物体运动的快慢；速度是矢量，既有大小又有方向，速度的方向与 Δt 内位移的方向相同。③速度的大小在数值上等于单位时间内物体位移的大小。④速率是瞬时速度的大小，是标量；平均速率是路程与通过这段路程所用时间的比值。,平均速率由路程与时间求得，一般不等于平均速度的大小；速度方向与对应位移方向一致。,一轮 复习讲义 第01讲 运动的描述
6e94da6fe8-008,,形变,CONCEPT_EXPLANATION,形变与弹性限度,形变是形状或体积的变化，撤去作用力后能恢复原状的是弹性形变,判断弹力产生的条件,①形变的定义：物体在力的作用下形状或体积的变化叫作形变。②弹性形变：有些物体在形变后撤去作用力时能够恢复原状的形变。③弹性限度：如果形变过大超过一定限度，撤去作用力后物体不能完全恢复原来的形状，这个限度叫作弹性限度。④同一物体在弹性限度内形变量越大，产生的弹力越大。,超过弹性限度后形变不能完全恢复，胡克定律不再成立，形变与弹力的大小关系也随之改变。,一轮 复习讲义 第05讲 重力、弹力、摩擦力
6e94da6fe8-003,,重力,CONCEPT_EXPLANATION,重力与重心,重力由地球吸引产生，大小 G=mg、方向竖直向下，重心位置与质量分布有关,重力大小方向的判断与重心确定,①产生：由于地球的吸引而使物体受到的力；重力不是万有引力，而是万有引力竖直向下的一个分力。②大小：G=mg，g 在同一地点是常数，随纬度增大而增大、随高度增大而减小，重力可用弹簧测力计测量。③方向：竖直向下。④重心：重力的等效作用点，位置与物体的质量分布和几何形状有关；质量分布均匀、形状规则的物体重心在几何中心，形状不规则的薄板可用悬挂法确定。,竖直向下是与水平面垂直，不一定与接触面垂直，也不一定指向地心；重心可以在物体之外。,一轮 复习讲义 第05讲 重力、弹力、摩擦力
3305dd3d80-003,,弹力,CONCEPT_EXPLANATION,弹力的方向与大小,弹力产生于直接接触且发生弹性形变，方向与施力物体形变方向相反，弹簧用 F=kx,弹力有无与方向的判断,①定义：发生形变的物体要恢复原状，对与它接触的物体产生的力的作用。②产生条件：物体间直接接触，且接触处发生弹性形变。③方向：总是与施力物体形变的方向相反。④大小：弹簧的弹力用胡克定律 F=kx 计算，x 表示形变量；物体静止或匀速运动时用共点力平衡条件计算弹力，不处于平衡状态时可用牛顿第二定律计算。,x 是弹簧的形变量而不是弹簧形变后的长度；弹力方向与施力物体的形变方向相反，不要与受力物体的形变混淆。,一轮 复习讲义 第05讲 重力、弹力、摩擦力第
5645948a4e-008,,超重,CONCEPT_EXPLANATION,超重现象,物体对支持物的压力大于重力即超重，条件是物体具有向上的加速度,电梯与称重类问题的判断,①超重：物体对支持物的压力（或对悬挂物的拉力）大于物体所受重力的现象，此时物体具有向上的加速度，包括向上加速或向下减速两种情况。②完全失重：压力或拉力等于 0，物体的加速度 a=g 且方向竖直向下。③发生超重或失重现象时物体的重力本身不变，改变的只是视重。④只要加速度在竖直方向上有分量，物体就会处于超重或失重状态。,超重由加速度方向决定而与速度方向无关；物体的重力始终不变，变的只是压力或拉力。,一轮 复习讲义 第10讲 牛顿运动定律的综合运用
bea9e46ff0-022,,失重,CONCEPT_EXPLANATION,失重与完全失重的判断,用受力或加速度两条线索判断失重，完全失重时由重力产生的现象消失,电梯与航天器中的失重分析,①从受力判断：物体所受向上的拉力或支持力小于重力时处于失重状态，等于零时处于完全失重状态。②从加速度判断：具有向下的加速度或分加速度时处于失重状态，向下的加速度等于重力加速度时处于完全失重状态。③失重时物体所受的重力没有变化，只是压力或拉力变小，即视重变小。④完全失重状态下一切由重力产生的物理现象都会完全消失，如天平失效、浸在水中的物体不再受浮力、液柱不再产生压强。,判断失重看加速度方向而不是速度方向，向下运动不一定是失重，向上运动也可能处于失重状态。,一轮 复习讲义 第07讲 牛顿运动定律的理解及基本应用（学生版）
